Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Finish,Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score,User_ID
969,69,22.0,Jordan Medeiros,http://games.crossfit.com/athlete/28911,1,68.0,970 (7697),7697,0,188.0,2869 (260),1132 (343),1334 (116),1575 (240),787 (09:42),16,CrossFit Cambridge,CrossFit Cambridge,,,,,,,,,,,,,970,2869,260,1132,343,1334,116,1575,240,787,582,28911
970,70,25.0,Eric Cardona,http://games.crossfit.com/athlete/16796,1,66.0,971 (7700),7700,0,155.0,340 (298),443 (346),1843 (114),3804 (217),1270 (10:04),16,HustleHard CrossFit,HustleHard CrossFit,,,,,,,,315.0,250.0,445.0,385.0,71,971,340,298,443,346,1843,114,3804,217,1270,604,16796
971,71,24.0,kyungsun kang,http://games.crossfit.com/athlete/163322,1,70.08,972 (7701),7701,0,198.0,2760 (261),336 (423),1801 (114),1066 (247),1738 (10:22),16,,Reebok CrossFit XTM2,,,,,,,,285.0,225.0,,415.0,,972,2760,261,336,423,1801,114,1066,247,1738,622,163322
972,72,27.0,Yves-Éric Pilote,http://games.crossfit.com/athlete/129892,1,71.0,973 (7716),7716,0,190.0,340 (298),1208 (342),3491 (108),2080 (234),597 (09:30),16,CrossFit JONQ,CrossFit Jonq,,,,,,,,275.0,,,,,973,340,298,1208,342,3491,108,2080,234,597,570,129892
973,73,33.0,Chase Heywood,http://games.crossfit.com/athlete/10203,1,70.0,974 (7719),7719,0,191.0,1617 (272),3312 (339),337 (126),421 (260),2032 (10:31),16,Rockwell Crossfit,Rockwell CrossFit,,,,,0,,,340.0,260.0,535.0,485.0,56,974,1617,272,3312,339,337,126,421,260,2032,631,10203
974,74,27.0,Jonathan Houle,http://games.crossfit.com/athlete/243919,1,70.0,975 (7720),7720,0,190.0,1772 (270),403 (347),771 (120),2929 (224),1845 (10:26),16,Pro1 Montreal,CrossFit Pro1,,,,,,,,,,,,,975,1772,270,403,347,771,120,2929,224,1845,626,243919
975,75,21.0,Bayden Brown,http://games.crossfit.com/athlete/337194,1,,976 (7722),7722,0,198.0,3584 (253),679 (345),287 (127),2317 (231),855 (09:46),16,Tropic Thunder,CrossFit Townsville,,,,,,,,,,,,,976,3584,253,679,345,287,127,2317,231,855,586,337194
976,76,27.0,James Riley,http://games.crossfit.com/athlete/22128,1,69.0,977 (7731),7731,0,178.0,755 (286),1895 (340),1544 (115),3196 (220),341 (09:09),16,CrossFit Mobile,CrossFit Mobile Midtown,,,,,,,,275.0,205.0,455.0,355.0,,977,755,286,1895,340,1544,115,3196,220,341,549,22128
977,77,28.0,Brandon Bergin,http://games.crossfit.com/athlete/301341,1,73.0,978 (7749),7749,0,185.0,2058 (267),796 (344),664 (121),1821 (237),2410 (10:41),16,BGB CrossFit,BGB CrossFit,,,,,403,,,295.0,235.0,285.0,421.0,70,978,2058,267,796,344,664,121,1821,237,2410,641,301341
978,78,28.0,Michael Lukenovich,http://games.crossfit.com/athlete/550848,1,69.0,979 (7751),7751,0,185.0,2651 (262),898 (344),466 (124),1598 (240),2138 (10:34),16,Reebok CrossFit 5th Ave,CrossFit Reebok 5th Ave,,,,,,,,355.0,265.0,545.0,455.0,,979,2651,262,898,344,466,124,1598,240,2138,634,550848
979,79,27.0,Yeojoon choi,http://games.crossfit.com/athlete/190237,1,69.69,980 (7810),7810,0,180.0,896 (285),1479 (341),3918 (107),555 (256),962 (09:51),16,,Beeline CrossFit,,,,,250,,,255.0,235.0,375.0,335.0,30,980,896,285,1479,341,3918,107,555,256,962,591,190237
980,80,29.0,Travis Holmquist,http://games.crossfit.com/athlete/25137,1,67.0,981 (7814),7814,0,165.0,445 (294),1877 (340),1015 (117),653 (254),3824 (11:13),16,Be Crossfit,Be CrossFit,,,,,394,,,275.0,225.0,435.0,325.0,45,981,445,294,1877,340,1015,117,653,254,3824,673,25137
981,81,25.0,Eriks Selickis,http://games.crossfit.com/athlete/289530,1,,982 (7817),7817,0,190.0,1617 (272),783 (344),1578 (115),596 (255),3243 (11:00),16,,CrossFit 4 Life,,,,,,,,,,,,,982,1617,272,783,344,1578,115,596,255,3243,660,289530
982,82,24.0,Antoine Gasparini,http://games.crossfit.com/athlete/449014,1,,983 (7830),7830,0,180.0,1141 (277),788 (344),566 (122),430 (260),4905 (11:33),16,,CrossFit Gavroche,,,,,,,,,,,,,983,1141,277,788,344,566,122,430,260,4905,693,449014
983,83,24.0,Harry Woolford,http://games.crossfit.com/athlete/242589,1,72.44,984 (7842),7842,0,183.0,2449 (264),1891 (340),133 (129),1524 (241),1845 (10:26),16,CrossFit Athletic,CrossFit Athletic,,,,,,,,,,,,,984,2449,264,1891,340,133,129,1524,241,1845,626,242589
984,84,24.0,Matthew Milone,http://games.crossfit.com/athlete/484138,1,66.0,985 (7846),7846,0,170.0,2760 (261),1475 (341),1059 (117),2211 (233),341 (09:09),16,CrossFit SPOT,CrossFit Spot,,,,,,,,285.0,235.0,420.0,407.0,,985,2760,261,1475,341,1059,117,2211,233,341,549,484138
985,85,25.0,Tom Hoffman,http://games.crossfit.com/athlete/152038,1,75.0,986 (7857),7857,0,204.0,546 (291),736 (344),3126 (110),787 (251),2662 (10:47),16,BKAthletics,CrossFit Performance,,,,,,,,235.0,170.0,365.0,285.0,,986,546,291,736,344,3126,110,787,251,2662,647,152038
986,86,27.0,Devin Newsome,http://games.crossfit.com/athlete/144526,1,70.0,987 (7864),7864,0,183.0,1141 (277),533 (346),546 (123),1925 (236),3719 (11:11),16,Iron Mile,CrossFit Iron Mile,,,,,,,,,,,,,987,1141,277,533,346,546,123,1925,236,3719,671,144526
987,87,34.0,Charlie Donohue,http://games.crossfit.com/athlete/5976,1,66.0,988 (7869),7869,0,172.0,231 (302),714 (344),234 (127),6616 (206),74 (08:31),16,CrossFit Kilo,CrossFit Kilo,,,,,,,,291.01,231.49,485.02,418.88,,988,231,302,714,344,234,127,6616,206,74,511,5976
988,88,30.0,Michał Grzesiewicz,http://games.crossfit.com/athlete/95051,1,70.87,989 (7872),7872,0,176.0,1057 (278),1964 (340),1741 (114),1001 (248),2109 (10:33),16,,CrossFit 72D,,,,,,,,275.58,231.49,,374.79,60,989,1057,278,1964,340,1741,114,1001,248,2109,633,95051
989,89,31.0,Deian Cousins,http://games.crossfit.com/athlete/23792,1,,990 (7879),7879,0,178.0,2651 (262),1504 (341),1269 (116),1600 (240),855 (09:46),16,CrossFit Active,CrossFit Active Artarmon,,,,,,,,,,,,,990,2651,262,1504,341,1269,116,1600,240,855,586,23792
990,90,36.0,travis zipper,http://games.crossfit.com/athlete/188885,1,70.0,991 (7887),7887,0,183.0,755 (286),3587 (263),1172 (116),489 (258),1884 (10:27),16,Max Effort Avengers,CrossFit Max Effort,,,,,,,,,,,,,991,755,286,3587,263,1172,116,489,258,1884,627,188885
991,91,23.0,Dillon Boss,http://games.crossfit.com/athlete/468205,1,68.0,992 (7889),7889,0,185.0,1372 (273),984 (343),2913 (111),702 (253),1918 (10:28),16,CFE Firebreathers - 2016,CrossFit Enhance,,,,,360,,,335.0,260.0,455.0,425.0,,992,1372,273,984,343,2913,111,702,253,1918,628,468205
992,92,25.0,Dylan Frantz,http://games.crossfit.com/athlete/515262,1,73.0,993 (7893),7893,0,190.0,1141 (277),816 (344),1225 (116),1209 (245),3502 (11:06),16,CrossFit Hutch,CrossFit Hutch,,,,,,,,310.0,255.0,475.0,400.0,50,993,1141,277,816,344,1225,116,1209,245,3502,666,515262
993,93,22.0,Alexander Alvarez,http://games.crossfit.com/athlete/141854,1,68.0,994 (7905),7905,0,168.0,1372 (273),2408 (339),1317 (116),1999 (235),809 (09:43),16,,CrossFit Siege,,,,,,,,295.0,235.0,415.0,375.0,50,994,1372,273,2408,339,1317,116,1999,235,809,583,141854
994,94,28.0,Corey Schmidt,http://games.crossfit.com/athlete/17248,1,70.0,995 (7912),7912,0,202.0,1372 (273),2530 (339),1059 (117),370 (261),2581 (10:45),16,CrossFit Davis,CrossFit Davis,,,,,,,,0.0,0.0,0.0,0.0,,995,1372,273,2530,339,1059,117,370,261,2581,645,17248
995,95,29.0,Mike LeBlanc,http://games.crossfit.com/athlete/6588,1,69.0,996 (7916),7916,0,194.0,1294 (274),3204 (339),1059 (117),475 (258),1884 (10:27),16,CrossFit YQM,CrossFit YQM,,,,,0,,,0.0,0.0,0.0,0.0,0,996,1294,274,3204,339,1059,117,475,258,1884,627,6588
996,96,36.0,Zachary Hebert,http://games.crossfit.com/athlete/3981,1,68.0,997 (7918),7918,0,186.0,2869 (260),1154 (343),592 (122),1011 (248),2292 (10:38),16,Crossfit Ultimatum,CrossFit Ultimatum,,,,,415,,,345.0,280.0,515.0,425.0,0,997,2869,260,1154,343,592,122,1011,248,2292,638,3981
997,97,32.0,John Delorenzo,http://games.crossfit.com/athlete/302884,1,69.69,998 (7921),7921,0,195.0,755 (286),2450 (339),2085 (114),2058 (234),573 (09:29),16,,CrossFit Fallen,,,,,,,,275.58,198.42,507.06,396.83,46,998,755,286,2450,339,2085,114,2058,234,573,569,302884
998,98,25.0,Drew Barquist,http://games.crossfit.com/athlete/6712,1,67.0,999 (7924),7924,0,180.0,896 (285),610 (345),1627 (115),4552 (213),239 (08:58),16,Work Hard Live Fit,CrossFit Industrious,,,,,,,,335.0,275.0,455.0,425.0,54,999,896,285,610,345,1627,115,4552,213,239,538,6712
999,99,24.0,Jonathan See,http://games.crossfit.com/athlete/217795,1,69.0,1000 (7927),7927,0,183.0,389 (296),1222 (342),1843 (114),4265 (214),208 (08:54),16,CrossFit Free,CrossFit Free,,,,,,,,255.0,200.0,425.0,350.0,,1000,389,296,1222,342,1843,114,4265,214,208,534,217795
1000,0,24.0,Justin Dewing,http://games.crossfit.com/athlete/195273,1,71.0,1001 (7966),7966,0,190.0,2869 (260),764 (344),1239 (116),1356 (243),1738 (10:22),16,Rock It CrossFit,Rock It CrossFit,,,,,365,,,295.0,250.0,475.0,415.0,,1001,2869,260,764,344,1239,116,1356,243,1738,622,195273
1001,1,27.0,Bryn Williams,http://games.crossfit.com/athlete/34152,1,67.72,1002 (7972),7972,0,182.98,896 (285),1165 (342),2327 (113),1846 (237),1738 (10:22),16,Range of Motion,Range of Motion CrossFit,,,,,,,,297.62,231.49,462.97,385.81,55,1002,896,285,1165,342,2327,113,1846,237,1738,622,34152
1002,2,28.0,Kyle McDermid,http://games.crossfit.com/athlete/31275,1,68.0,1003 (7980),7980,0,170.0,633 (289),2565 (339),647 (121),2290 (232),1845 (10:26),16,,Unaffiliated,,,,,,,,290.0,231.0,440.0,400.0,51,1003,633,289,2565,339,647,121,2290,232,1845,626,31275
1003,3,26.0,George Nolan,http://games.crossfit.com/athlete/644466,1,,1004 (7990),7990,0,,1294 (274),2816 (339),113 (129),1922 (236),1845 (10:26),16,,CrossFit Pen Y Bont,,,,,,,,,,,,,1004,1294,274,2816,339,113,129,1922,236,1845,626,644466
1004,4,24.0,David Gibeault,http://games.crossfit.com/athlete/237460,1,67.0,1005 (8001),8001,0,165.0,1372 (273),2475 (339),1801 (114),2024 (235),329 (09:08),16,TEAM CrossFit ADM,CrossFit Adm,,,,,,,,,0.0,,0.0,0,1005,1372,273,2475,339,1801,114,2024,235,329,548,237460
1005,5,33.0,Pou Manukau,http://games.crossfit.com/athlete/124785,1,72.83,1006 (8008),8008,0,205.0,2651 (262),471 (346),1544 (115),1391 (242),1951 (10:29),16,CrossFit Whangarei,CrossFit Whangarei,,,,,,,,286.6,231.49,440.92,396.83,,1006,2651,262,471,346,1544,115,1391,242,1951,629,124785
1006,6,26.0,Fabio Dechichi,http://games.crossfit.com/athlete/182502,1,69.29,1007 (8013),8013,0,174.0,996 (280),1265 (342),1821 (114),2697 (227),1234 (10:02),16,CF Thribo Team,CrossFit Thribo,,,,,,,,302.03,242.51,473.99,352.74,50,1007,996,280,1265,342,1821,114,2697,227,1234,602,182502
1007,7,31.0,Matthew Buehrle,http://games.crossfit.com/athlete/77687,1,,1008 (8030),8030,0,185.0,1949 (268),1385 (342),1966 (114),1062 (247),1668 (10:20),16,SolaFide,CrossFit SolaFide,,,,,,,,,,,,,1008,1949,268,1385,342,1966,114,1062,247,1668,620,77687
1008,8,27.0,Stef Lig,http://games.crossfit.com/athlete/10679,1,68.9,1009 (8038),8038,0,178.0,476 (293),1518 (341),3725 (107),1671 (239),648 (09:34),16,Reebok CrossFit Tyneside,Reebok CrossFit Tyneside,,,,,,,,253.53,187.39,418.88,374.79,41,1009,476,293,1518,341,3725,107,1671,239,648,574,10679
1009,9,37.0,Chris Kable,http://games.crossfit.com/athlete/107123,1,70.08,1010 (8059),8059,0,194.0,2158 (266),2550 (339),1282 (116),998 (248),1071 (09:55),16,CrossFit Uplift,CrossFit Uplift,,,,,418,,,253.53,209.44,458.56,341.72,44,1010,2158,266,2550,339,1282,116,998,248,1071,595,107123
1010,10,29.0,Josh Boyle,http://games.crossfit.com/athlete/101127,1,69.69,1011 (8083),8083,0,187.0,672 (288),1216 (342),1139 (116),2764 (226),2292 (10:38),16,Latitude 39,CrossFit Latitude 39,,,,,407,,,297.62,246.92,473.99,396.83,,1011,672,288,1216,342,1139,116,2764,226,2292,638,101127
1011,11,28.0,Brandon Rodick,http://games.crossfit.com/athlete/700735,1,,1012 (8086),8086,0,,1617 (272),1613 (341),2347 (113),1239 (245),1270 (10:04),16,Humble Beginnings,CrossFit Humble Beginnings,,,,,,,,,,,,,1012,1617,272,1613,341,2347,113,1239,245,1270,604,700735
1012,12,22.0,Cory Gibson,http://games.crossfit.com/athlete/214391,1,72.0,1013 (8090),8090,0,206.0,1372 (273),170 (425),1869 (114),1358 (243),3321 (11:02),16,,CrossFit Laminin,,,,,411,,,350.0,290.0,515.0,440.0,40,1013,1372,273,170,425,1869,114,1358,243,3321,662,214391
1013,13,45.0,James Grundler,http://games.crossfit.com/athlete/268857,1,71.0,1014 (8105),8105,0,198.0,2651 (262),734 (344),1239 (116),1896 (236),1585 (10:17),16,Vault CrossFit,Vault CrossFit,,,,,,,,311.0,250.0,,410.0,,1014,2651,262,734,344,1239,116,1896,236,1585,617,268857
1014,14,29.0,Santino Marini,http://games.crossfit.com/athlete/2563,1,71.0,1015 (8108),8108,0,174.0,719 (287),3800 (262),154 (128),285 (264),3150 (10:58),16,Team Invictus Unconquerable,CrossFit Invictus Point Loma,,,,,,,,0.0,0.0,0.0,0.0,,1015,719,287,3800,262,154,128,285,264,3150,658,2563
1015,15,24.0,Storm Patterson,http://games.crossfit.com/athlete/307259,1,73.0,1016 (8111),8111,0,190.0,1187 (276),2278 (340),294 (127),850 (250),3502 (11:06),16,CrossFit Queen Street,CrossFit Queen Street,,,,,,,,320.0,265.0,500.0,440.0,60,1016,1187,276,2278,340,294,127,850,250,3502,666,307259
1016,16,26.0,Jordan Nolff,http://games.crossfit.com/athlete/497585,1,,1017 (8121),8121,0,158.0,719 (287),2475 (339),559 (122),2897 (225),1471 (10:13),16,CrossFit Alinea,CrossFit Alinea,,,,,,,,,,,,,1017,719,287,2475,339,559,122,2897,225,1471,613,497585
1017,17,26.0,Andrew Cifelli,http://games.crossfit.com/athlete/15858,1,72.0,1018 (8131),8131,0,189.0,1057 (278),1314 (342),1347 (116),548 (256),3865 (11:14),16,East Valley CrossFit,East Valley CrossFit,,,,,404,,,297.0,240.0,505.0,435.0,55,1018,1057,278,1314,342,1347,116,548,256,3865,674,15858
1018,18,30.0,Maxim Makarov,http://games.crossfit.com/athlete/26267,1,70.08,1019 (8136),8136,0,200.0,1949 (268),345 (423),127 (129),2513 (229),3202 (10:59),16,,CrossFit Dozen,,,,,,,,306.44,251.33,507.06,473.99,65,1019,1949,268,345,423,127,129,2513,229,3202,659,26267
1019,19,28.0,Arnar Sigurdsson,http://games.crossfit.com/athlete/10860,1,70.87,1020 (8150),8150,0,189.0,76 (317),1573 (341),1966 (114),1292 (244),3243 (11:00),16,Rebook Crossfit Valens,Reebok CrossFit Valens,,,,,0,,,0.0,0.0,0.0,0.0,75,1020,76,317,1573,341,1966,114,1292,244,3243,660,10860
1020,20,34.0,Anthony Torres,http://games.crossfit.com/athlete/191383,1,66.0,1020 (8150),8150,0,184.0,1860 (269),2041 (340),2405 (113),1247 (244),597 (09:30),16,Dog House,Dog House CrossFit,,,,,,,,0.0,0.0,0.0,0.0,,1020,1860,269,2041,340,2405,113,1247,244,597,570,191383
1021,21,31.0,Joshua Rose,http://games.crossfit.com/athlete/118032,1,72.0,1022 (8157),8157,0,190.0,755 (286),1926 (340),1122 (116),3519 (218),835 (09:45),16,CrossFit Credence,CrossFit Credence,,,,,427,,,305.0,255.0,465.0,415.0,42,1022,755,286,1926,340,1122,116,3519,218,835,585,118032
1022,22,28.0,Dillon Betancourt,http://games.crossfit.com/athlete/101052,1,70.0,1023 (8162),8162,0,199.0,1617 (272),1118 (343),1966 (114),964 (248),2497 (10:43),16,Team Soul,CrossFit Soul Miami,,,,,,,,319.67,253.53,535.0,455.0,,1023,1617,272,1118,343,1966,114,964,248,2497,643,101052
1023,23,21.0,Christopher Vilagi,http://games.crossfit.com/athlete/313743,1,71.65,1024 (8165),8165,0,198.42,1860 (269),1121 (343),1645 (115),1003 (248),2536 (10:44),16,CrossFit Falun Måndagsklubben,CrossFit Falun,,,,,,,,286.6,242.51,418.88,352.74,,1024,1860,269,1121,343,1645,115,1003,248,2536,644,313743
1024,24,24.0,Ethan Witkop,http://games.crossfit.com/athlete/238697,1,71.0,1025 (8168),8168,0,201.0,755 (286),2746 (339),1155 (116),1437 (242),2075 (10:32),16,CrossFit CLC,CrossFit CLC,,,,,428,,,330.0,255.0,500.0,445.0,,1025,755,286,2746,339,1155,116,1437,242,2075,632,238697
1025,25,24.0,Cedrik Bernier,http://games.crossfit.com/athlete/93616,1,75.0,1026 (8169),8169,0,220.0,389 (296),1087 (343),1015 (117),2972 (223),2706 (10:48),16,Pro1 Montreal X,CrossFit Pro1,,,,,,,,280.0,235.0,445.0,355.0,2,1026,389,296,1087,343,1015,117,2972,223,2706,648,93616
1026,26,29.0,Josh Ingham,http://games.crossfit.com/athlete/193885,1,73.0,1027 (8170),8170,0,200.0,2271 (265),1562 (341),876 (118),311 (263),3150 (10:58),16,CrossFit Ragnarok,CrossFit Ragnarok,,,,,,,,,,,,,1027,2271,265,1562,341,876,118,311,263,3150,658,193885
1027,27,25.0,Johnathon Bohnert,http://games.crossfit.com/athlete/175347,1,66.0,1028 (8180),8180,0,165.0,1949 (268),2129 (340),2222 (114),1108 (246),772 (09:41),16,CrossFit Carteret,CrossFit Carteret,,,,,,,,275.0,210.0,525.0,465.0,55,1028,1949,268,2129,340,2222,114,1108,246,772,581,175347
1028,28,19.0,Josh Godinez,http://games.crossfit.com/athlete/124548,1,68.0,1029 (8184),8184,0,164.0,633 (289),2137 (340),2612 (112),816 (251),1986 (10:30),16,College Station CrossFit,College Station CrossFit,,,,,0,,,0.0,0.0,0.0,0.0,0,1029,633,289,2137,340,2612,112,816,251,1986,630,124548
1029,29,24.0,John Luckett,http://games.crossfit.com/athlete/156448,1,71.0,1030 (8215),8215,0,205.0,2869 (260),1111 (343),865 (119),1338 (243),2032 (10:31),16,CrossFit NOLA 504,CrossFit Nola 504,,,,,,,,335.0,260.0,460.0,430.0,30,1030,2869,260,1111,343,865,119,1338,243,2032,631,156448
1030,30,22.0,Derek Eason,http://games.crossfit.com/athlete/217728,1,67.0,1031 (8220),8220,0,157.0,604 (290),2417 (339),2011 (114),1766 (238),1422 (10:11),16,CrossFit Train 97333,CrossFit Train 97333,,,,,381,,,255.0,200.0,420.0,345.0,62,1031,604,290,2417,339,2011,114,1766,238,1422,611,217728
1031,31,24.0,Malachi Bennett,http://games.crossfit.com/athlete/41938,1,74.0,1032 (8222),8222,0,197.0,1372 (273),1451 (342),2222 (114),424 (260),2753 (10:49),16,,Your Box CrossFit,,,,,,,,,,,,,1032,1372,273,1451,342,2222,114,424,260,2753,649,41938
1032,32,29.0,Marty Rotan,http://games.crossfit.com/athlete/14976,1,72.0,1033 (8224),8224,0,210.0,755 (286),882 (344),680 (121),4271 (214),1636 (10:19),16,,CrossFit 157,,,,,350,,,355.0,300.0,550.0,450.0,50,1033,755,286,882,344,680,121,4271,214,1636,619,14976
1033,33,27.0,Joakim Ro-Poulsen,http://games.crossfit.com/athlete/13800,1,70.87,1034 (8227),8227,0,189.0,115 (312),414 (347),1186 (116),1418 (242),5094 (11:36),16,Team Crossfit Copenhagen 1,CrossFit Nordvest,,,,,,,,275.58,242.51,440.92,374.79,,1034,115,312,414,347,1186,116,1418,242,5094,696,13800
1034,34,22.0,Josh Bremner,http://games.crossfit.com/athlete/509909,1,,1035 (8231),8231,0,178.57,1860 (269),2389 (339),2358 (113),614 (255),1010 (09:53),16,,,,,,,,,,275.58,222.67,462.97,352.74,,1035,1860,269,2389,339,2358,113,614,255,1010,593,509909
1035,35,26.0,Chase Prime,http://games.crossfit.com/athlete/44186,1,69.0,1036 (8238),8238,0,195.0,3663 (252),679 (345),2283 (114),1052 (247),561 (09:28),16,Godspeed,Godspeed CrossFit,,,,,0,,,0.0,0.0,0.0,0.0,0,1036,3663,252,679,345,2283,114,1052,247,561,568,44186
1036,36,26.0,Darren Thornton,http://games.crossfit.com/athlete/298971,1,,1037 (8239),8239,0,204.0,507 (292),1746 (341),1966 (114),3532 (218),488 (09:22),16,,CrossFit 965,,,,,,,,,,,,,1037,507,292,1746,341,1966,114,3532,218,488,562,298971
1037,37,28.0,Brendan Walsh,http://games.crossfit.com/athlete/3446,1,69.29,1038 (8240),8240,0,174.16,2869 (260),1191 (342),1777 (114),485 (258),1918 (10:28),16,Guerilla Fitness,G.F. CrossFit Clonakilty,,,,,441,,,304.24,220.46,518.09,396.83,49,1038,2869,260,1191,342,1777,114,485,258,1918,628,3446
1038,38,29.0,Talgat Yeskendirov,http://games.crossfit.com/athlete/489441,1,,1039 (8242),8242,0,180.0,1141 (277),2543 (339),1059 (117),2265 (232),1234 (10:02),16,,CrossFit Astana Highvill,,,,,,,,,,,,,1039,1141,277,2543,339,1059,117,2265,232,1234,602,489441
1039,39,28.0,Landon Johnson,http://games.crossfit.com/athlete/112683,1,71.0,1040 (8266),8266,0,177.0,1949 (268),1966 (340),1444 (115),1745 (238),1162 (09:59),16,CrossFit  over the mountain,CrossFit Over the Mountain,,,,,0,,,305.0,235.0,425.0,405.0,0,1040,1949,268,1966,340,1444,115,1745,238,1162,599,112683
1040,40,25.0,Wayne Banks,http://games.crossfit.com/athlete/146575,1,74.0,1041 (8274),8274,0,,755 (286),475 (346),6017 (103),565 (255),462 (09:20),16,South Loop Strength and Conditioning,South Loop CrossFit,,,,,,,,295.0,225.0,540.0,450.0,,1041,755,286,475,346,6017,103,565,255,462,560,146575
1041,41,32.0,Michael Roach,http://games.crossfit.com/athlete/19995,1,70.87,1042 (8283),8283,0,178.0,2760 (261),2054 (340),165 (128),1719 (238),1585 (10:17),16,CrossFit Canberra,CrossFit Canberra,,,,,420,,,297.62,255.74,485.02,440.92,78,1042,2760,261,2054,340,165,128,1719,238,1585,617,19995
1042,42,24.0,Jaspar Marek,http://games.crossfit.com/athlete/137762,1,72.0,1043 (8291),8291,0,190.0,2158 (266),1280 (342),1801 (114),1759 (238),1293 (10:05),16,CrossFit Deliverance,CrossFit Deliverance,,,,,,,,,,,,,1043,2158,266,1280,342,1801,114,1759,238,1293,605,137762
1043,43,26.0,Kyle Sikes,http://games.crossfit.com/athlete/6860,1,71.0,1044 (8295),8295,0,204.0,1372 (273),349 (423),287 (127),535 (256),5752 (11:46),16,CrossFit 207,CrossFit 207,,,,,506,,,350.0,290.0,575.0,465.0,50,1044,1372,273,349,423,287,127,535,256,5752,706,6860
1044,44,29.0,Jonathan Laniel,http://games.crossfit.com/athlete/17741,1,74.0,1044 (8295),8295,0,217.0,2271 (265),2336 (340),1521 (115),1312 (243),855 (09:46),16,CrossFit Laval - aigles,CrossFit Laval,,,,,0,,,325.0,230.0,505.0,425.0,47,1044,2271,265,2336,340,1521,115,1312,243,855,586,17741
1045,45,24.0,Trey Winkler,http://games.crossfit.com/athlete/480729,1,72.0,1046 (8300),8300,0,206.0,1372 (273),775 (344),1468 (115),966 (248),3719 (11:11),16,CrossFit 858,CrossFit 858,,,,,427,,,365.0,305.0,565.0,465.0,64,1046,1372,273,775,344,1468,115,966,248,3719,671,480729
1046,46,27.0,Zach Brock,http://games.crossfit.com/athlete/527127,1,72.0,1047 (8307),8307,0,217.0,3482 (255),242 (424),3648 (108),362 (262),573 (09:29),16,CrossFit Northlake,CrossFit Northlake,,,,,,,,360.0,265.0,505.0,490.0,,1047,3482,255,242,424,3648,108,362,262,573,569,527127
1047,47,24.0,Connor McDonald,http://games.crossfit.com/athlete/422268,1,71.0,1047 (8307),8307,0,185.0,285 (299),2806 (339),2612 (112),1442 (242),1162 (09:59),16,NorBeau CrossFit,NorBeau CrossFit,,,,,403,,,280.0,215.0,455.0,345.0,56,1047,285,299,2806,339,2612,112,1442,242,1162,599,422268
1048,48,24.0,Zathan Simpson,http://games.crossfit.com/athlete/68509,1,71.0,1049 (8319),8319,0,185.0,285 (299),993 (343),3543 (108),2228 (232),1270 (10:04),16,Reebok CrossFit ONE,Reebok CrossFit One,,,,,,,,,215.0,,345.0,,1049,285,299,993,343,3543,108,2228,232,1270,604,68509
1049,49,29.0,Kevin Bilbrey,http://games.crossfit.com/athlete/324631,1,67.0,1050 (8330),8330,0,183.0,2158 (266),1061 (343),1304 (116),933 (249),2874 (10:52),16,CrossFit Rome,CrossFit Rome,,,,,,,,305.0,240.0,515.0,465.0,,1050,2158,266,1061,343,1304,116,933,249,2874,652,324631
1050,50,28.0,Ryan Freeman,http://games.crossfit.com/athlete/582535,1,68.0,1051 (8342),8342,0,190.0,2760 (261),942 (343),1194 (116),1830 (237),1616 (10:18),16,,VC CrossFit,,,,,,,,265.0,195.0,475.0,405.0,,1051,2760,261,942,343,1194,116,1830,237,1616,618,582535
1051,51,27.0,Leon Uptegrove,http://games.crossfit.com/athlete/405196,1,60.0,1052 (8346),8346,0,215.0,1294 (274),1330 (342),4544 (105),406 (260),772 (09:41),16,,Railroad CrossFit,,,,,,,,305.0,255.0,495.0,445.0,,1052,1294,274,1330,342,4544,105,406,260,772,581,405196
1052,52,27.0,Michael Hyland,http://games.crossfit.com/athlete/275641,1,69.0,1052 (8346),8346,0,192.0,1372 (273),1181 (342),743 (120),3911 (216),1139 (09:58),16,Active Life Athletics CrossFit Island Park,CrossFit Island Park,,,,,360,,,305.0,245.0,430.0,405.0,50,1052,1372,273,1181,342,743,120,3911,216,1139,598,275641
1053,53,24.0,Sam Parkin,http://games.crossfit.com/athlete/263253,1,70.08,1054 (8351),8351,0,188.0,285 (299),3117 (339),3228 (109),299 (264),1422 (10:11),16,,,,,,,,,,286.6,198.42,518.09,385.81,51,1054,285,299,3117,339,3228,109,299,264,1422,611,263253
1054,54,24.0,Chad Becnel,http://games.crossfit.com/athlete/95829,1,67.0,1055 (8365),8365,0,158.0,2532 (263),1210 (342),448 (124),1080 (247),3095 (10:57),16,Team Louisiana,CrossFit NOLA,,,,,,,,275.0,225.0,450.0,385.0,60,1055,2532,263,1210,342,448,124,1080,247,3095,657,95829
