Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Finish,Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score,User_ID
558,58,33.0,Kevin Jones,http://games.crossfit.com/athlete/217423,1,71.0,559 (4791),4791,0,205.0,1187 (276),1136 (343),840 (119),257 (265),1371 (10:09),16,CrossFit 061,CrossFit 061,,,,,,,,345.0,255.0,545.0,500.0,55,559,1187,276,1136,343,840,119,257,265,1371,609,217423
559,59,23.0,Austin Cahoy,http://games.crossfit.com/athlete/96943,1,72.0,560 (4792),4792,0,220.0,1025 (279),93 (427),341 (126),2967 (223),366 (09:12),16,CrossFit 417,CrossFit 417,,,,,0,,,0.0,0.0,0.0,0.0,0,560,1025,279,93,427,341,126,2967,223,366,552,96943
560,60,40.0,Kenny Ochoa,http://games.crossfit.com/athlete/8622,1,66.0,561 (4803),4803,0,170.0,1240 (275),1206 (342),771 (120),799 (251),787 (09:42),16,C4 CrossFit,C4 CrossFit,,,,,,,,305.0,235.0,455.0,435.0,70,561,1240,275,1206,342,771,120,799,251,787,582,8622
561,61,25.0,Mateusz Wasilewski,http://games.crossfit.com/athlete/122884,1,72.05,562 (4807),4807,0,183.0,896 (285),1519 (341),781 (120),1184 (245),427 (09:17),16,,CrossFit Zielona Góra,,,,,,,,297.62,242.51,507.06,396.83,65,562,896,285,1519,341,781,120,1184,245,427,557,122884
562,62,25.0,Ian Daniel,http://games.crossfit.com/athlete/40813,1,68.0,563 (4808),4808,0,195.0,3303 (259),633 (345),214 (127),61 (281),597 (09:30),16,HustleHard CrossFit,HustleHard CrossFit,,,,,0,,,395.0,300.0,585.0,570.0,0,563,3303,259,633,345,214,127,61,281,597,570,40813
563,63,27.0,Andrew Rape,http://games.crossfit.com/athlete/100686,1,71.0,564 (4818),4818,0,220.0,1294 (274),32 (430),1544 (115),312 (263),1636 (10:19),16,CrossFit Trussville,CrossFit Trussville,,,,,0,,,400.0,310.0,545.0,525.0,55,564,1294,274,32,430,1544,115,312,263,1636,619,100686
564,64,27.0,Keith Enderlein,http://games.crossfit.com/athlete/286283,1,72.0,565 (4829),4829,0,187.0,1860 (269),967 (343),244 (127),1483 (241),275 (09:01),16,LmbrJCKD,LumberYard CrossFit,,,,,,,,330.0,,565.0,555.0,,565,1860,269,967,343,244,127,1483,241,275,541,286283
565,65,26.0,Chris Detmering,http://games.crossfit.com/athlete/381136,1,69.0,565 (4829),4829,0,187.0,1294 (274),1423 (342),1395 (116),388 (261),329 (09:08),16,,,,,,,453,,,335.0,275.0,530.0,455.0,60,565,1294,274,1423,342,1395,116,388,261,329,548,381136
566,66,34.0,Gregory Hung,http://games.crossfit.com/athlete/213264,1,70.08,567 (4831),4831,0,182.98,1372 (273),577 (345),680 (121),1347 (243),855 (09:46),16,Team Turicum,CrossFit Turicum,,,,,,,,304.24,242.51,462.97,385.81,,567,1372,273,577,345,680,121,1347,243,855,586,213264
567,67,30.0,David McCahan,http://games.crossfit.com/athlete/751637,1,,568 (4832),4832,0,,35 (324),3551 (263),60 (132),271 (265),915 (09:49),16,Stark Union Forged,CrossFit French Creek,,,,,,,,,,,,,568,35,324,3551,263,60,132,271,265,915,589,751637
568,68,21.0,Logan Southard,http://games.crossfit.com/athlete/245529,1,66.0,569 (4839),4839,0,165.0,755 (286),993 (343),1544 (115),1347 (243),200 (08:53),16,,CrossFit Acworth,,,,,356,,,295.0,235.0,405.0,385.0,50,569,755,286,993,343,1544,115,1347,243,200,533,245529
569,69,30.0,Utku Tuncer,http://games.crossfit.com/athlete/131805,1,68.5,570 (4840),4840,0,194.01,719 (287),598 (345),301 (127),725 (252),2497 (10:43),16,,Antrum CrossFit,,,,,,,,337.31,275.58,485.02,440.92,,570,719,287,598,345,301,127,725,252,2497,643,131805
570,70,26.0,Nathan Kuffrey,http://games.crossfit.com/athlete/23834,1,68.0,571 (4844),4844,0,185.0,2760 (261),356 (423),135 (129),842 (250),751 (09:40),16,Cragletes,CrossFit Crag,,,,,486,,,325.0,260.0,585.0,500.0,70,571,2760,261,356,423,135,129,842,250,751,580,23834
571,71,28.0,David Barnett,http://games.crossfit.com/athlete/20642,1,72.0,572 (4845),4845,0,195.0,1617 (272),1195 (342),386 (125),970 (248),677 (09:36),16,CrossFit Lubbock,CrossFit Lubbock,,,,,303,,,320.0,255.0,460.0,430.0,41,572,1617,272,1195,342,386,125,970,248,677,576,20642
572,72,23.0,Connor Vale,http://games.crossfit.com/athlete/12412,1,71.0,573 (4852),4852,0,197.0,366 (297),182 (425),1378 (116),1732 (238),1194 (10:00),16,,CrossFit Kitsilano,,,,,0,,,340.0,285.0,475.0,455.0,0,573,366,297,182,425,1378,116,1732,238,1194,600,12412
573,73,24.0,Jacob Howenstein,http://games.crossfit.com/athlete/144899,1,73.0,574 (4858),4858,0,218.0,755 (286),690 (345),605 (122),354 (262),2454 (10:42),16,CrossFit St Louis,CrossFit St. Louis,,,,,,,,325.0,265.0,550.0,435.0,,574,755,286,690,345,605,122,354,262,2454,642,144899
574,74,32.0,Dustin Harth,http://games.crossfit.com/athlete/118886,1,72.0,574 (4858),4858,0,205.0,1372 (273),661 (345),771 (120),558 (256),1496 (10:14),16,,Ironwood CrossFit,,,,,398,,,325.0,255.0,525.0,455.0,43,574,1372,273,661,345,771,120,558,256,1496,614,118886
575,75,25.0,Aaron Parker,http://games.crossfit.com/athlete/22394,1,200.79,576 (4869),4869,0,180.0,755 (286),1628 (341),434 (124),1265 (244),787 (09:42),16,Reebok CrossFit 306,CrossFit Reebok 306,,,,,466,,,285.0,225.0,500.0,390.0,40,576,755,286,1628,341,434,124,1265,244,787,582,22394
576,76,28.0,Elijah Muhammad,http://games.crossfit.com/athlete/165705,1,72.0,577 (4878),4878,0,200.0,1372 (273),427 (347),193 (128),1574 (240),1312 (10:06),16,,CrossFit New You,,,,,425,,,350.0,295.0,565.0,475.0,,577,1372,273,427,347,193,128,1574,240,1312,606,165705
577,77,21.0,Hunter Britt,http://games.crossfit.com/athlete/13637,1,70.0,578 (4880),4880,0,178.0,507 (292),1194 (342),899 (118),717 (252),1563 (10:16),16,Invictus,CrossFit Invictus,,,,,,,,330.0,275.0,545.0,410.0,,578,507,292,1194,342,899,118,717,252,1563,616,13637
578,78,29.0,Cory Buerck,http://games.crossfit.com/athlete/7964,1,72.0,579 (4882),4882,0,200.0,1025 (279),520 (346),1394 (116),1004 (248),939 (09:50),16,CrossFit St Louis,CrossFit St. Louis,,,,,0,,,0.0,0.0,0.0,0.0,0,579,1025,279,520,346,1394,116,1004,248,939,590,7964
579,79,24.0,Simon Buteau,http://games.crossfit.com/athlete/194837,1,68.0,580 (4884),4884,0,182.0,996 (280),1005 (343),1304 (116),1452 (242),127 (08:42),16,Inyaface,CrossFit 819,,,,,0,,,335.0,250.0,475.0,415.0,0,580,996,280,1005,343,1304,116,1452,242,127,522,194837
580,80,35.0,Joshua Belville,http://games.crossfit.com/athlete/38781,1,72.0,581 (4890),4890,0,205.0,604 (290),922 (343),840 (119),1028 (247),1496 (10:14),16,Cool Springs,CrossFit Cool Springs,,,,,419,,,315.0,255.0,475.0,410.0,50,581,604,290,922,343,840,119,1028,247,1496,614,38781
581,81,26.0,Joel Strugnell,http://games.crossfit.com/athlete/263196,1,72.05,582 (4899),4899,0,198.0,719 (287),779 (344),2085 (114),840 (250),476 (09:21),16,Hydra CrossFit,Hydra CrossFit,,,,,,,,305.0,240.0,475.0,415.0,40,582,719,287,779,344,2085,114,840,250,476,561,263196
582,82,25.0,Wade Whitton,http://games.crossfit.com/athlete/840633,1,,583 (4909),4909,0,,200 (304),1104 (343),1645 (115),426 (260),1534 (10:15),16,,CrossFit Elect,,,,,,,,,,,,,583,200,304,1104,343,1645,115,426,260,1534,615,840633
583,83,28.0,Eric Showman,http://games.crossfit.com/athlete/342398,1,71.0,584 (4930),4930,0,195.0,366 (297),302 (423),3169 (110),520 (257),573 (09:29),16,,CrossFit Amped Shoreline,,,,,,,,,,,,,584,366,297,302,423,3169,110,520,257,573,569,342398
584,84,28.0,Cody Loeffler,http://games.crossfit.com/athlete/6729,1,71.0,585 (4940),4940,0,220.0,161 (310),3479 (289),165 (128),20 (293),1115 (09:57),16,Stark Union Forged,CrossFit French Creek,,,,,0,,,0.0,0.0,0.0,0.0,0,585,161,310,3479,289,165,128,20,293,1115,597,6729
585,85,32.0,Chris Woods,http://games.crossfit.com/athlete/11186,1,71.0,586 (4941),4941,0,178.0,996 (280),596 (345),1015 (117),1263 (244),1071 (09:55),16,Crossfit Westchase,CrossFit Westchase,,,,,,,,295.0,235.0,435.0,390.0,,586,996,280,596,345,1015,117,1263,244,1071,595,11186
586,86,25.0,Dayton Smith,http://games.crossfit.com/athlete/138292,1,68.0,587 (4948),4948,0,180.0,1141 (277),1469 (341),726 (120),790 (251),822 (09:44),16,East Valley CrossFit,East Valley CrossFit,,,,,,,,,,,,,587,1141,277,1469,341,726,120,790,251,822,584,138292
587,87,33.0,Luke McGruer,http://games.crossfit.com/athlete/2403,1,70.47,588 (4953),4953,0,176.37,389 (296),701 (345),442 (124),1836 (237),1585 (10:17),16,Mount CrossFit,Mount CrossFit,,,,,0,,,0.0,0.0,0.0,0.0,0,588,389,296,701,345,442,124,1836,237,1585,617,2403
588,88,28.0,Mohamed Elomda,http://games.crossfit.com/athlete/487949,1,70.87,589 (4959),4959,0,207.23,633 (289),1952 (340),509 (123),855 (250),1010 (09:53),16,,,,,,,,,,310.0,245.0,550.0,385.0,62,589,633,289,1952,340,509,123,855,250,1010,593,487949
589,89,37.0,Drummond Williamson,http://games.crossfit.com/athlete/15993,1,69.29,590 (4964),4964,0,176.37,975 (281),1265 (342),664 (121),1896 (236),164 (08:48),16,Team CF42s,CrossFit 42 South,,,,,417,,,275.58,220.46,429.9,363.76,60,590,975,281,1265,342,664,121,1896,236,164,528,15993
590,90,27.0,Zachary Gordon,http://games.crossfit.com/athlete/6984,1,69.0,590 (4964),4964,0,190.0,755 (286),490 (346),1725 (114),544 (256),1450 (10:12),16,,Ballast CrossFit,,,,,,,,255.0,205.0,480.0,335.0,50,590,755,286,490,346,1725,114,544,256,1450,612,6984
591,91,23.0,Tyler Watkins,http://games.crossfit.com/athlete/486319,1,,592 (4971),4971,0,230.0,1187 (276),544 (346),1716 (115),514 (257),1010 (09:53),16,CrossFit Weddington,CrossFit Weddington,,,,,,,,315.0,255.0,600.0,625.0,75,592,1187,276,544,346,1716,115,514,257,1010,593,486319
592,92,25.0,Tyler Tosunian,http://games.crossfit.com/athlete/335435,1,,593 (4973),4973,0,176.0,1372 (273),1145 (343),1683 (115),385 (261),388 (09:14),16,,Pacesetter CrossFit,,,,,,,,,,,,,593,1372,273,1145,343,1683,115,385,261,388,554,335435
593,93,28.0,Sean Hardwick,http://games.crossfit.com/athlete/13712,1,72.0,593 (4973),4973,0,185.0,476 (293),1402 (342),503 (123),420 (260),2172 (10:35),16,CrossFit Central Lancaster,CrossFit Central Lancaster,,,,,,,,297.62,242.51,462.97,385.81,52,593,476,293,1402,342,503,123,420,260,2172,635,13712
594,94,25.0,Cody Croft,http://games.crossfit.com/athlete/99150,1,73.0,595 (4981),4981,0,198.0,975 (281),1230 (342),592 (122),1397 (242),787 (09:42),16,,AE CrossFit,,,,,,,,305.0,225.0,505.0,375.0,,595,975,281,1230,342,592,122,1397,242,787,582,99150
595,95,34.0,Dustin McWilliams,http://games.crossfit.com/athlete/98546,1,67.0,596 (4984),4984,0,170.0,285 (299),1966 (340),566 (122),1530 (241),637 (09:33),16,CrossFit Tundra,CrossFit Tundra,,,,,,,,305.0,240.0,425.0,400.0,50,596,285,299,1966,340,566,122,1530,241,637,573,98546
596,96,25.0,Gilson Duarte,http://games.crossfit.com/athlete/107931,1,64.96,597 (4985),4985,0,158.0,285 (299),1171 (342),566 (122),2128 (234),835 (09:45),16,BSB STRONG,BSB CrossFit,,,,,,,,2.0,185.0,435.0,380.0,,597,285,299,1171,342,566,122,2128,234,835,585,107931
597,97,28.0,Jason Hamm,http://games.crossfit.com/athlete/28935,1,72.0,598 (5004),5004,0,177.0,1025 (279),745 (344),83 (130),1413 (242),1738 (10:22),16,Aero Firebreathers,CrossFit Aero,,,,,408,,,295.0,215.0,480.0,395.0,,598,1025,279,745,344,83,130,1413,242,1738,622,28935
598,98,32.0,Adam Blaney,http://games.crossfit.com/athlete/9405,1,69.0,599 (5009),5009,0,168.0,719 (287),1524 (341),1436 (115),653 (254),677 (09:36),16,CrossFit Salisbury,CrossFit Salisbury,,,,,429,,,286.0,225.0,455.0,405.0,55,599,719,287,1524,341,1436,115,653,254,677,576,9405
599,99,27.0,Michael Hernandez,http://games.crossfit.com/athlete/8803,1,70.0,600 (5041),5041,0,175.0,633 (289),749 (344),592 (122),741 (252),2326 (10:39),16,Team CDR,CrossFit CDR Redlands,,,,,,,,315.0,255.0,475.0,405.0,,600,633,289,749,344,592,122,741,252,2326,639,8803
600,0,21.0,Jérémie Mongeon-Duby,http://games.crossfit.com/athlete/298428,1,69.0,601 (5042),5042,0,190.0,422 (295),1666 (341),2044 (114),737 (252),173 (08:50),16,Reebok CrossFit YUL,Reebok CrossFit YUL,,,,,,,,315.0,235.0,465.0,415.0,,601,422,295,1666,341,2044,114,737,252,173,530,298428
601,1,24.0,Jack Fleckney,http://games.crossfit.com/athlete/296733,1,72.83,602 (5045),5045,0,198.0,633 (289),562 (345),1869 (114),1097 (246),884 (09:47),16,,CrossFit East Northants,,,,,,,,308.65,249.12,485.02,374.79,,602,633,289,562,345,1869,114,1097,246,884,587,296733
602,2,31.0,nathan forster,http://games.crossfit.com/athlete/57264,1,,603 (5046),5046,0,185.0,672 (288),2502 (339),266 (127),389 (261),1217 (10:01),16,imt crossfit,IMT CrossFit,,,,,,,,,,,,,603,672,288,2502,339,266,127,389,261,1217,601,57264
603,3,23.0,Sean Kratchman,http://games.crossfit.com/athlete/682567,1,71.0,604 (5052),5052,0,200.0,944 (283),1992 (340),605 (122),809 (251),702 (09:37),16,Rich City CrossFit,Rich City CrossFit,,,,,,,,285.0,225.0,435.0,395.0,46,604,944,283,1992,340,605,122,809,251,702,577,682567
604,4,26.0,Dan Melzar,http://games.crossfit.com/athlete/272687,1,69.0,605 (5066),5066,0,185.0,507 (292),303 (423),983 (117),1935 (236),1338 (10:07),16,CrossFit New England,CrossFit New England,,,,,,,,295.0,245.0,445.0,425.0,,605,507,292,303,423,983,117,1935,236,1338,607,272687
605,5,28.0,Natan Geva,http://games.crossfit.com/athlete/101631,1,72.83,606 (5107),5107,0,189.0,476 (293),825 (344),488 (123),396 (261),2922 (10:53),16,CrossFit Yas,CrossFit Yas,,,,,400,,,282.19,242.51,396.83,341.72,,606,476,293,825,344,488,123,396,261,2922,653,101631
606,6,29.0,Matt Dunaway,http://games.crossfit.com/athlete/313469,1,70.0,607 (5111),5111,0,177.0,1372 (273),471 (346),640 (121),1230 (245),1398 (10:10),16,CrossFit Laminin,CrossFit Laminin,,,,,,,,305.0,235.0,435.0,405.0,50,607,1372,273,471,346,640,121,1230,245,1398,610,313469
607,7,26.0,Nick Lucchesi,http://games.crossfit.com/athlete/41380,1,73.0,608 (5113),5113,0,205.0,1240 (275),356 (423),1282 (116),1164 (245),1071 (09:55),16,crossfit 209 sport,CrossFit 209 Sport,,,,,451,,,0.0,0.0,0.0,0.0,53,608,1240,275,356,423,1282,116,1164,245,1071,595,41380
608,8,27.0,Jared Enderton,http://games.crossfit.com/athlete/290550,1,66.0,609 (5120),5120,0,200.0,2271 (265),375 (423),781 (120),531 (257),1162 (09:59),16,CrossFit Pandoras box,CrossFit Pandora's Box,,,,,,,,429.0,345.0,600.0,507.0,50,609,2271,265,375,423,781,120,531,257,1162,599,290550
609,9,27.0,Callum Foster,http://games.crossfit.com/athlete/448511,1,,610 (5141),5141,0,176.0,546 (291),1824 (340),2327 (113),289 (264),155 (08:47),16,Range of Motion,Range of Motion CrossFit,,,,,,,,,,,,,610,546,291,1824,340,2327,113,289,264,155,527,448511
610,10,22.0,Andre Fassler,http://games.crossfit.com/athlete/662609,1,71.0,611 (5155),5155,0,180.0,719 (287),1199 (342),1104 (117),2006 (235),127 (08:42),16,,CrossFit Chico,,,,,415,,,285.0,230.0,375.0,350.0,50,611,719,287,1199,342,1104,117,2006,235,127,522,662609
611,11,23.0,Evan Morris,http://games.crossfit.com/athlete/44890,1,,612 (5158),5158,0,,1860 (269),366 (423),1296 (116),626 (254),1010 (09:53),16,,CrossFit 505,,,,,402,,,324.08,253.53,507.06,440.92,,612,1860,269,366,423,1296,116,626,254,1010,593,44890
612,12,25.0,Josiah Naig,http://games.crossfit.com/athlete/583360,1,60.0,613 (5180),5180,0,205.0,115 (312),3523 (263),726 (120),418 (260),398 (09:15),16,,CrossFit Ankeny,,,,,,,,345.0,280.0,500.0,455.0,50,613,115,312,3523,263,726,120,418,260,398,555,583360
613,13,26.0,Tom Brown,http://games.crossfit.com/athlete/552335,1,66.0,614 (5198),5198,0,168.0,719 (287),2400 (339),374 (125),1404 (242),301 (09:04),16,Shogun CrossFit,Shogun CrossFit,,,,,,,,275.0,227.0,500.0,418.0,,614,719,287,2400,339,374,125,1404,242,301,544,552335
614,14,26.0,Emmanuel Maldonado,http://games.crossfit.com/athlete/93488,1,70.0,615 (5200),5200,0,192.0,1057 (278),1884 (340),276 (127),1569 (240),414 (09:16),16,SJU,CrossFit SJU,,,,,,,,315.26,242.51,0.0,,,615,1057,278,1884,340,276,127,1569,240,414,556,93488
615,15,24.0,Aaron Knisley,http://games.crossfit.com/athlete/253353,1,73.0,616 (5204),5204,0,208.0,1682 (271),779 (344),1269 (116),757 (251),717 (09:38),16,CrossFit Future,CrossFit Future,,,,,,,,325.0,255.0,515.0,445.0,,616,1682,271,779,344,1269,116,757,251,717,578,253353
616,16,34.0,Josh Wagner,http://games.crossfit.com/athlete/22026,1,69.0,617 (5209),5209,0,179.0,445 (294),1982 (340),407 (125),1020 (247),1355 (10:08),16,CrossFit Apex,CrossFit Apex,,,,,443,,,290.0,245.0,475.0,400.0,60,617,445,294,1982,340,407,125,1020,247,1355,608,22026
617,17,30.0,David Zastrow,http://games.crossfit.com/athlete/25400,1,68.0,618 (5219),5219,0,178.0,546 (291),1304 (342),148 (128),2259 (232),962 (09:51),16,Mean Streets of Downtown LA,CrossFit Mean Streets,,,,,,,,300.0,235.0,430.0,400.0,58,618,546,291,1304,342,148,128,2259,232,962,591,25400
618,18,30.0,Aleksandr Ergin,http://games.crossfit.com/athlete/475015,1,70.08,619 (5228),5228,0,194.0,966 (282),729 (344),1296 (116),1510 (241),727 (09:39),16,,,,,,,,,,220.0,154.0,341.0,220.0,50,619,966,282,729,344,1296,116,1510,241,727,579,475015
619,19,28.0,Richard Smith,http://games.crossfit.com/athlete/21707,1,72.05,620 (5231),5231,0,187.0,1772 (270),816 (344),1015 (117),539 (256),1089 (09:56),16,CrossFit Kyalami,CrossFit Kyalami,,,,,418,,,305.0,235.0,485.0,418.0,70,620,1772,270,816,344,1015,117,539,256,1089,596,21707
620,20,25.0,Richard Essig,http://games.crossfit.com/athlete/127768,1,75.0,621 (5234),5234,0,200.0,755 (286),329 (423),3622 (108),245 (266),283 (09:02),16,CrossFit Hershey,CrossFit Hershey,,,,,423,,,335.0,275.0,445.0,420.0,35,621,755,286,329,423,3622,108,245,266,283,542,127768
621,21,24.0,Park Jihwan,http://games.crossfit.com/athlete/490478,1,65.75,622 (5238),5238,0,148.0,389 (296),1831 (340),680 (121),1300 (244),1038 (09:54),16,,CrossFit Sechan,,,,,,,,,,,,,622,389,296,1831,340,680,121,1300,244,1038,594,490478
622,22,28.0,Jared Meyers,http://games.crossfit.com/athlete/519299,1,68.0,623 (5246),5246,0,200.0,1057 (278),1235 (342),1508 (115),849 (250),597 (09:30),16,GammaLammaDingDongs,CrossFit Gamma,,,,,,,,287.0,220.0,450.0,385.0,26,623,1057,278,1235,342,1508,115,849,250,597,570,519299
623,23,28.0,Braden Rubey,http://games.crossfit.com/athlete/15381,1,68.0,624 (5257),5257,0,180.0,755 (286),512 (346),534 (123),794 (251),2662 (10:47),16,CrossFit Argyle,CrossFit Argyle,,,,,,,,305.0,275.0,550.0,500.0,62,624,755,286,512,346,534,123,794,251,2662,647,15381
624,24,23.0,Derick Shoda,http://games.crossfit.com/athlete/146341,1,64.0,625 (5260),5260,0,145.0,51 (320),1470 (341),1609 (115),2095 (234),35 (08:15),16,Arete Athletics,Arete CrossFit,,,,,,,,280.0,220.0,370.0,345.0,,625,51,320,1470,341,1609,115,2095,234,35,495,146341
625,25,25.0,Nate Long,http://games.crossfit.com/athlete/378594,1,67.0,626 (5264),5264,0,178.0,633 (289),940 (343),647 (121),2530 (229),514 (09:24),16,,FURYAN CrossFit,,,,,,,,305.0,250.0,475.0,385.0,63,626,633,289,940,343,647,121,2530,229,514,564,378594
626,26,22.0,Nycolas Joyal,http://games.crossfit.com/athlete/489030,1,,627 (5267),5267,0,190.0,633 (289),209 (424),2509 (112),682 (253),1234 (10:02),16,Lusine Terrebonne,CrossFit Terrebonne L'usine,,,,,,,,,,,,,627,633,289,209,424,2509,112,682,253,1234,602,489030
627,27,26.0,Conor Murphy,http://games.crossfit.com/athlete/32474,1,73.0,628 (5273),5273,0,185.0,285 (299),1035 (343),1754 (114),1128 (246),1071 (09:55),16,Reebok CrossFit ONE,Reebok CrossFit One,,,,,0,,,0.0,0.0,0.0,0.0,0,628,285,299,1035,343,1754,114,1128,246,1071,595,32474
628,28,25.0,Wojciech Laszczak,http://games.crossfit.com/athlete/450681,1,,629 (5281),5281,0,,115 (312),1472 (341),1723 (114),1649 (239),322 (09:07),16,,CrossFit 43300,,,,,,,,0.0,0.0,0.0,0.0,0,629,115,312,1472,341,1723,114,1649,239,322,547,450681
629,29,32.0,Brendan Southwick,http://games.crossfit.com/athlete/7323,1,68.9,630 (5283),5283,0,185.19,546 (291),3466 (290),244 (127),218 (267),809 (09:43),16,CrossFit Territory,CrossFit Territory,,,,,0,,,374.79,319.67,551.15,473.99,72,630,546,291,3466,290,244,127,218,267,809,583,7323
630,30,24.0,Corey Bartkowiak,http://games.crossfit.com/athlete/662820,1,,631 (5285),5285,0,,755 (286),902 (344),1609 (115),1631 (240),388 (09:14),16,Strong Body CrossFit,Strong Body CrossFit,,,,,,,,,,,,,631,755,286,902,344,1609,115,1631,240,388,554,662820
631,31,22.0,Jordon Piggott,http://games.crossfit.com/athlete/6923,1,67.72,632 (5294),5294,0,163.14,672 (288),1178 (342),1843 (114),1213 (245),388 (09:14),16,Tropic Thunder,CrossFit Townsville,,,,,345,,,286.6,231.49,407.85,410.06,82,632,672,288,1178,342,1843,114,1213,245,388,554,6923
632,32,25.0,Luke Holmes,http://games.crossfit.com/athlete/112774,1,66.0,633 (5296),5296,0,165.0,476 (293),937 (343),1927 (114),1229 (245),727 (09:39),16,,CrossFit 965,,,,,,,,300.0,240.0,445.0,415.0,49,633,476,293,937,343,1927,114,1229,245,727,579,112774
633,33,23.0,Alex Younger,http://games.crossfit.com/athlete/151872,1,68.9,634 (5307),5307,0,167.0,1057 (278),323 (423),2589 (112),958 (248),380 (09:13),16,CPCF Salmiya,Circuit Plus CrossFit Gulf Road,,,,,398,,,299.83,242.51,445.33,370.38,37,634,1057,278,323,423,2589,112,958,248,380,553,151872
634,34,27.0,Tyler McBride,http://games.crossfit.com/athlete/15018,1,67.0,635 (5310),5310,0,170.0,285 (299),2411 (339),983 (117),1564 (240),67 (08:30),16,CrossFit 516,CrossFit 516,,,,,482,,,,,405.0,340.0,60,635,285,299,2411,339,983,117,1564,240,67,510,15018
635,35,19.0,Tanner Stahl,http://games.crossfit.com/athlete/447228,1,,636 (5329),5329,0,170.0,755 (286),1169 (342),2011 (114),539 (256),855 (09:46),16,Cascade CrossFit,Cascade CrossFit,,,,,,,,,,,,,636,755,286,1169,342,2011,114,539,256,855,586,447228
636,36,34.0,Armand McCormick,http://games.crossfit.com/athlete/18061,1,70.0,637 (5330),5330,0,190.0,115 (312),1203 (342),1609 (115),1415 (242),988 (09:52),16,CrossFit Kilo,CrossFit Kilo,,,,,425,,,313.06,253.53,518.09,418.88,50,637,115,312,1203,342,1609,115,1415,242,988,592,18061
637,37,30.0,Mark Stewart,http://games.crossfit.com/athlete/16414,1,73.0,637 (5330),5330,0,208.0,604 (290),1127 (343),664 (121),684 (253),2251 (10:37),16,Hurricane CrossFit,Hurricane CrossFit,,,,,488,,,350.0,265.0,535.0,475.0,35,637,604,290,1127,343,664,121,684,253,2251,637,16414
