,Unnamed: 0,Age,Athlete,Athlete_URL,Gender,Height,Reg_Place,Reg_Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups
1010,10,26,Joseph Vachon,http://games.crossfit.com/athlete/143331,1,69.0,11 (101),0,11,180 lb,24 (303),15 (425),38 (126),21 (269),3 (08:15),16,EverProven CrossFit,Everproven CrossFit,2:33,--,--,--,444,--,22:15,315 lb,255 lb,475 lb,405 lb,55
1011,11,23,Trevor James,http://games.crossfit.com/athlete/588463,1,74.0,12 (108),0,11,223 lb,10 (312),7 (428),52 (123),13 (277),26 (08:54),16,CrossFit Milford Black,CrossFit Milford,2:26,--,--,--,--,1:04,24:00,365 lb,300 lb,550 lb,485 lb,50
1012,12,27,Spencer Hendel,http://games.crossfit.com/athlete/50866,1,74.0,13 (118),0,11,215 lb,10 (312),6 (428),61 (122),2 (301),39 (09:05),16,,Reebok CrossFit Medfield,2:25,7:30,1:30,17:40,447,1:01,20:32,365 lb,305 lb,565 lb,550 lb,62
1013,13,24,Corey Lunney,http://games.crossfit.com/athlete/10533,1,69.0,14 (133),0,11,175 lb,17 (308),21 (424),4 (136),83 (250),8 (08:27),16,CrossFit Shrewsbury,CrossFit Shrewsbury,2:18,7:54,1:42,19:42,--,0:00,18:43,326 lb,255 lb,525 lb,485 lb,--
1014,14,26,James Kozlakowski,http://games.crossfit.com/athlete/506840,1,70.0,15 (139),0,11,205 lb,33 (299),72 (345),8 (130),11 (278),15 (08:43),16,CrossFit Virtuosity,CrossFit Virtuosity,2:06,--,1:26,--,--,--,--,355 lb,265 lb,600 lb,495 lb,--
1015,15,20,Michael Palomba,http://games.crossfit.com/athlete/473719,1,69.0,16 (141),0,11,195 lb,28 (301),23 (424),42 (125),30 (264),18 (08:44),16,,CrossFit Sound Beach,2:12,--,--,--,--,--,--,352 lb,270 lb,500 lb,425 lb,--
1016,16,26,Gary Sorrentino,http://games.crossfit.com/athlete/24449,1,73.0,17 (147),0,11,214 lb,17 (308),34 (423),6 (133),43 (260),47 (09:14),16,CrossFit OSA,CrossFit OSA,2:26,7:36,1:43,0:00,--,1:00,20:10,325 lb,275 lb,565 lb,425 lb,50
1017,17,23,Connor Duddy,http://games.crossfit.com/athlete/111592,1,70.0,18 (153),0,11,185 lb,58 (292),19 (424),50 (123),14 (276),12 (08:39),16,Team Freedom,CrossFit Athletic Academy,--,--,--,--,--,--,--,325 lb,260 lb,475 lb,410 lb,--
1018,18,29,Joe Rogan,http://games.crossfit.com/athlete/233123,1,71.0,19 (157),0,11,206 lb,28 (301),51 (346),8 (130),58 (256),12 (08:39),16,CrossFit Pallas,CrossFit Pallas,2:16,7:09,1:39,20:09,457,1:00,21:45,352 lb,290 lb,480 lb,435 lb,48
1019,19,23,Austin Spencer,http://games.crossfit.com/athlete/251447,1,70.0,20 (165),0,11,195 lb,20 (307),66 (345),18 (128),35 (262),26 (08:54),16,CrossFit MF,CrossFit MF,2:13,--,--,--,--,--,--,315 lb,251 lb,465 lb,405 lb,--
1020,20,30,David Charbonneau,http://games.crossfit.com/athlete/23758,1,70.0,21 (168),0,11,190 lb,74 (288),20 (424),25 (127),15 (276),34 (08:58),16,Team Dynamix,CrossFit Dynamix,0:00,0:00,0:00,0:00,0,0:00,0:00,363 lb,300 lb,585 lb,490 lb,0
1021,21,26,Marquan Jones,http://games.crossfit.com/athlete/211543,1,71.0,22 (189),0,11,190 lb,33 (299),17 (425),34 (126),25 (266),80 (09:36),16,CrossFit West Essex,CrossFit West Essex,2:29,8:05,1:26,0:00,384,0:00,0:00,340 lb,285 lb,485 lb,420 lb,64
1022,22,21,Cody Mooney,http://games.crossfit.com/athlete/157139,1,72.0,23 (194),0,11,205 lb,51 (294),49 (346),27 (127),8 (282),59 (09:21),16,CrossFit MF,CrossFit MF,--,--,--,--,--,--,--,--,--,--,--,--
1023,23,22,Conor Nugent,http://games.crossfit.com/athlete/101284,1,73.0,24 (200),0,11,205 lb,31 (300),9 (427),82 (119),33 (263),45 (09:12),16,,CrossFit Resilience,2:32,--,1:35,17:15,501,0:55,17:46,350 lb,300 lb,500 lb,425 lb,71
1024,24,32,Mike Abgarian,http://games.crossfit.com/athlete/100797,1,64.0,25 (202),0,11,155 lb,33 (299),29 (423),68 (121),51 (259),21 (08:47),16,Team Back Bay,Reebok CrossFit Back Bay,1:59,6:51,1:31,15:26,421,1:01,19:10,310 lb,232 lb,440 lb,435 lb,81
1025,25,26,Nicky Hoberman,http://games.crossfit.com/athlete/36122,1,69.0,26 (209),0,11,190 lb,28 (301),14 (425),41 (125),40 (261),86 (09:39),16,CrossFit Milford Red,CrossFit Milford,2:38,7:11,0:00,0:00,406,0:00,18:49,315 lb,260 lb,445 lb,420 lb,0
1026,26,27,Anthony Vorachak,http://games.crossfit.com/athlete/104692,1,69.0,27 (215),0,11,190 lb,26 (302),5 (428),42 (125),29 (265),113 (09:51),16,,CrossFit RVC,2:20,--,--,--,--,52:00,--,365 lb,285 lb,605 lb,475 lb,67
1027,27,23,Troy Cathey,http://games.crossfit.com/athlete/31455,1,67.0,28 (217),0,11,180 lb,43 (298),37 (423),37 (126),27 (266),73 (09:30),16,Crossfit Caldwell,CrossFit Caldwell,2:34,7:25,1:44,17:58,401,0:59,20:44,275 lb,225 lb,455 lb,380 lb,42
1028,28,25,Ian Berger,http://games.crossfit.com/athlete/5480,1,72.0,29 (235),0,11,--,26 (302),110 (342),52 (123),24 (266),23 (08:50),16,Team Dynamix,CrossFit Dynamix,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
1029,29,26,Logan Schecter,http://games.crossfit.com/athlete/12209,1,67.0,30 (249),0,11,155 lb,46 (296),77 (344),12 (129),42 (261),72 (09:29),16,CrossFit Milford Black,CrossFit Milford,2:12,7:44,0:00,0:00,0,1:06,19:11,287 lb,240 lb,430 lb,350 lb,60
1030,30,25,Dennis Guerrero,http://games.crossfit.com/athlete/188008,1,66.0,31 (250),0,11,155 lb,33 (299),38 (423),63 (122),38 (262),78 (09:32),16,,CrossFit Jetty,2:08,--,--,--,--,--,--,285 lb,245 lb,460 lb,400 lb,64
1031,31,22,michael fuertes,http://games.crossfit.com/athlete/110729,1,,32 (253),0,11,156 lb,7 (316),93 (343),45 (124),35 (262),73 (09:30),16,CrossFit 212,CrossFit 212,--,--,--,--,--,--,--,--,--,--,--,--
1032,32,26,Carl Appel,http://games.crossfit.com/athlete/807244,1,70.0,33 (277),0,11,195 lb,33 (299),21 (424),51 (123),123 (243),49 (09:15),16,Team CrossFit Hamilton,CrossFit Hamilton,2:06,6:54,--,--,--,--,--,340 lb,260 lb,500 lb,460 lb,--
1033,33,32,Dan Goldberg,http://games.crossfit.com/athlete/9217,1,71.0,34 (282),0,11,205 lb,67 (290),48 (346),76 (120),22 (268),69 (09:27),16,CrossFit Syracuse,CrossFit Syracuse,2:15,7:31,1:45,16:15,401,1:01,20:45,315 lb,265 lb,0 lb,440 lb,65
1034,34,20,Tristan Maiorano,http://games.crossfit.com/athlete/34435,1,71.0,35 (283),0,11,185 lb,51 (294),54 (346),87 (118),34 (263),57 (09:20),16,Red Island CrossFit,Red Island CrossFit,2:25,0:00,2:39,21:48,--,0:00,20:45,295 lb,235 lb,500 lb,405 lb,40
1035,35,25,Drew Accomando,http://games.crossfit.com/athlete/344109,1,,36 (285),0,11,--,10 (312),36 (423),15 (129),144 (240),80 (09:36),16,CrossFit Milford Red,CrossFit Milford,--,--,--,--,--,--,--,--,--,--,--,--
1036,36,28,Matthew Sherburne,http://games.crossfit.com/athlete/14441,1,72.0,36 (285),0,11,213 lb,101 (283),60 (346),52 (123),10 (279),62 (09:22),16,CrossFit MF,CrossFit MF,2:38,7:44,1:46,18:38,436,0:00,0:00,310 lb,265 lb,525 lb,435 lb,40
1037,37,25,Bear Sitzer,http://games.crossfit.com/athlete/134243,1,70.0,38 (299),0,11,170 lb,10 (312),109 (342),46 (124),39 (261),95 (09:44),16,CrossFit Pittsfield,CrossFit Pittsfield,2:33,--,--,--,0,--,--,255 lb,--,415 lb,--,49
1038,38,28,Rob Moloney,http://games.crossfit.com/athlete/151730,1,71.0,39 (308),0,11,182 lb,98 (284),78 (344),52 (123),60 (255),20 (08:45),16,Active Life Athletics CrossFit Island Park,CrossFit Island Park,2:35,7:22,1:40,--,434,--,17:48,300 lb,235 lb,455 lb,--,50
1039,39,28,Mark Eaton,http://games.crossfit.com/athlete/187046,1,,40 (323),0,11,150 lb,24 (303),85 (344),103 (116),74 (252),37 (09:04),16,CrossFit 110,CrossFit 110,--,--,--,--,--,--,--,--,--,--,--,--
1040,40,31,Brendan Marolda,http://games.crossfit.com/athlete/11236,1,67.0,41 (347),0,11,179 lb,175 (269),80 (344),23 (127),55 (257),14 (08:42),16,Yankee Crossfit,Yankee CrossFit,2:14,7:38,1:24,16:23,419,1:10,23:30,320 lb,260 lb,505 lb,425 lb,69
1041,41,29,Christian Harris,http://games.crossfit.com/athlete/2648,1,73.0,42 (351),0,11,208 lb,263 (260),11 (427),24 (127),12 (278),41 (09:08),16,Team Dynamix,CrossFit Dynamix,2:08,7:31,1:29,0:00,0,1:04,21:47,380 lb,330 lb,525 lb,520 lb,65
1042,42,29,Greg Jennings,http://games.crossfit.com/athlete/58851,1,70.0,43 (361),0,11,180 lb,85 (286),176 (340),32 (127),28 (266),40 (09:06),16,FITERNITY,Superhero CrossFit,2:46,0:00,1:51,0:00,--,0:00,0:00,285 lb,225 lb,455 lb,385 lb,50
1043,43,25,Ryan McCarthy,http://games.crossfit.com/athlete/301146,1,,44 (363),0,11,189 lb,85 (286),55 (346),35 (126),118 (244),70 (09:28),16,Reebok CrossFit 5th Ave,CrossFit Reebok 5th Ave,--,--,--,--,--,--,--,--,--,--,--,--
1044,44,28,Jay Adams,http://games.crossfit.com/athlete/13302,1,70.0,45 (365),0,11,200 lb,130 (274),18 (425),42 (125),66 (253),109 (09:50),16,Reebok CrossFit 5th Ave,CrossFit Reebok 5th Ave,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
1045,45,26,Michael DeMarco,http://games.crossfit.com/athlete/284728,1,65.0,45 (365),0,11,158 lb,67 (290),146 (341),19 (128),79 (251),54 (09:18),16,,The Helm CrossFit,2:53,--,--,--,--,--,--,295 lb,235 lb,415 lb,385 lb,--
1046,46,26,Timothy Fabiano,http://games.crossfit.com/athlete/110973,1,69.0,47 (371),0,11,178 lb,43 (298),95 (343),130 (115),71 (253),32 (08:56),16,CrossFit 247,CrossFit 247,2:21,6:26,1:50,17:08,457,--,18:46,315 lb,250 lb,470 lb,405 lb,60
1047,47,28,Bobby Vizzari,http://games.crossfit.com/athlete/132003,1,70.0,48 (372),0,11,185 lb,85 (286),69 (345),58 (122),111 (245),49 (09:15),16,CrossFit Milford Black,CrossFit Milford,2:36,--,1:19,0:00,486,--,--,325 lb,275 lb,495 lb,435 lb,36
1048,48,33,Gabe Garcia,http://games.crossfit.com/athlete/10038,1,67.0,49 (410),0,11,169 lb,67 (290),79 (344),119 (116),96 (248),49 (09:15),16,CrossFit MF,CrossFit MF,2:24,6:58,0:00,18:36,448,0:00,0:00,275 lb,215 lb,435 lb,400 lb,60
1049,49,26,Kris Kling,http://games.crossfit.com/athlete/87828,1,69.0,50 (414),0,11,187 lb,95 (285),76 (345),72 (120),50 (259),121 (09:54),16,CrossFit Milford Black,CrossFit Milford,--,7:50,2:01,17:36,--,0:52,--,352 lb,290 lb,485 lb,435 lb,--
1050,50,23,Alex Bozenhard,http://games.crossfit.com/athlete/486876,1,68.0,51 (415),0,11,190 lb,71 (289),32 (423),183 (114),103 (246),26 (08:54),16,,New London CrossFit,2:15,8:07,2:01,15:53,393,0:58,--,295 lb,235 lb,425 lb,445 lb,40
1051,51,34,Sean McArdle,http://games.crossfit.com/athlete/327203,1,,52 (427),0,11,165 lb,63 (291),230 (339),56 (123),19 (271),59 (09:21),16,,Park Slope CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1052,52,29,Robert Mendoza,http://games.crossfit.com/athlete/97909,1,69.0,53 (444),0,11,170 lb,130 (274),125 (342),103 (116),53 (258),33 (08:57),16,,Unaffiliated,2:06,--,1:42,--,--,--,--,295 lb,225 lb,455 lb,405 lb,--
1053,53,26,Russell Scaringi,http://games.crossfit.com/athlete/107381,1,67.0,54 (448),0,11,192 lb,112 (278),62 (345),71 (121),94 (248),109 (09:50),16,Coliseum Strength,MW CrossFit,2:35,8:36,1:58,17:46,317,--,--,315 lb,260 lb,455 lb,405 lb,40
1054,54,28,Raymond Fleser,http://games.crossfit.com/athlete/146921,1,72.0,55 (450),0,11,210 lb,74 (288),46 (347),90 (117),84 (250),156 (10:10),16,Ocean States Finest,Ocean State CrossFit,2:21,--,1:29,--,--,--,22:00,330 lb,270 lb,485 lb,445 lb,50
1055,55,35,Adam Izzo,http://games.crossfit.com/athlete/237783,1,69.0,56 (452),0,11,175 lb,10 (312),114 (342),29 (127),252 (226),47 (09:14),16,CrossFit 508,CrossFit 508,--,--,--,--,--,--,--,--,--,--,--,--
1056,56,29,Mitch Beaver,http://games.crossfit.com/athlete/45548,1,70.0,57 (454),0,11,185 lb,104 (282),97 (343),140 (115),56 (257),57 (09:20),16,CrossFit Exalt,CrossFit Exalt,2:15,7:04,1:41,18:58,432,0:52,17:40,305 lb,245 lb,455 lb,405 lb,60
1057,57,43,Charlie Cassara,http://games.crossfit.com/athlete/108722,1,70.0,58 (475),0,11,190 lb,55 (293),83 (344),133 (115),62 (255),142 (10:04),16,SC CrossFit165,SC CrossFit 165,2:38,--,1:45,--,405,1:00,20:21,275 lb,235 lb,505 lb,385 lb,--
1058,58,26,Justin Wright,http://games.crossfit.com/athlete/18320,1,70.0,59 (478),0,11,195 lb,137 (273),63 (345),56 (123),26 (266),196 (10:22),16,Team Back Bay,Reebok CrossFit Back Bay,2:18,0:00,1:45,19:04,0,0:00,0:00,345 lb,275 lb,525 lb,475 lb,53
1059,59,26,Nathan Kuffrey,http://games.crossfit.com/athlete/23834,1,68.0,60 (479),0,11,185 lb,253 (261),44 (423),14 (129),81 (250),87 (09:40),16,Cragletes,CrossFit Crag,2:07,0:00,1:00,15:08,486,0:00,0:00,325 lb,260 lb,585 lb,500 lb,70
1060,60,27,Gary Jones,http://games.crossfit.com/athlete/28024,1,72.0,61 (482),0,11,193 lb,98 (284),74 (345),112 (116),70 (253),128 (09:58),16,Tango Charlie,CrossFit Paradigm Performance,2:34,7:40,1:36,0:00,--,0:49,0:00,365 lb,275 lb,500 lb,500 lb,--
1061,61,27,Tyler McBride,http://games.crossfit.com/athlete/15018,1,67.0,62 (490),0,11,170 lb,33 (299),215 (339),90 (117),143 (240),9 (08:30),16,CrossFit 516,CrossFit 516,2:13,7:33,2:30,14:25,482,1:04,18:40,--,--,405 lb,340 lb,60
1062,62,26,Dan Melzar,http://games.crossfit.com/athlete/272687,1,69.0,63 (504),0,11,185 lb,58 (292),33 (423),90 (117),174 (236),149 (10:07),16,CrossFit New England,CrossFit New England,2:12,--,1:34,--,--,--,--,295 lb,245 lb,445 lb,425 lb,--
1063,63,25,Cody Croft,http://games.crossfit.com/athlete/99150,1,73.0,63 (504),0,11,198 lb,105 (281),119 (342),62 (122),127 (242),91 (09:42),16,,AE CrossFit,2:17,7:47,1:47,--,--,--,18:26,305 lb,225 lb,505 lb,375 lb,--
1064,64,26,Conor Murphy,http://games.crossfit.com/athlete/32474,1,73.0,65 (523),0,11,185 lb,33 (299),100 (343),160 (114),105 (246),125 (09:55),16,Reebok CrossFit ONE,Reebok CrossFit One,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1065,65,28,Jack Corcoran,http://games.crossfit.com/athlete/146009,1,73.0,65 (523),0,11,207 lb,183 (268),58 (346),116 (116),69 (253),97 (09:46),16,Crossfit Parallax,CrossFit Parallax,2:22,--,--,--,420,--,19:30,335 lb,275 lb,535 lb,435 lb,60
1066,66,38,Ray Traitz,http://games.crossfit.com/athlete/1642,1,68.0,67 (538),0,11,190 lb,123 (275),135 (342),209 (114),16 (275),55 (09:19),16,,CrossFit South Rockland,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1067,67,27,Oskar Toro,http://games.crossfit.com/athlete/157110,1,67.0,68 (546),0,11,180 lb,137 (273),39 (423),267 (110),67 (253),36 (09:00),16,Yankee Crossfit,Yankee CrossFit,2:21,--,--,--,340,--,--,278 lb,225 lb,415 lb,385 lb,--
1068,68,23,Stephen Neer,http://games.crossfit.com/athlete/210182,1,68.0,69 (563),0,11,180 lb,137 (273),123 (342),178 (114),82 (250),43 (09:10),16,LoboFit,Poughkeepsie CrossFit,2:25,--,1:52,--,--,--,21:10,330 lb,265 lb,545 lb,445 lb,55
1069,69,29,Shawn McQueen,http://games.crossfit.com/athlete/5031,1,67.0,70 (565),0,11,176 lb,98 (284),121 (342),130 (115),64 (254),152 (10:08),16,,Railroad CrossFit,2:26,8:12,1:52,17:32,407,1:04,20:40,295 lb,260 lb,435 lb,375 lb,55
1070,70,35,Eamon Coyne,http://games.crossfit.com/athlete/6572,1,67.0,71 (566),0,11,170 lb,101 (283),132 (342),95 (117),107 (246),131 (09:59),16,CrossFit New England,CrossFit New England,2:11,7:13,1:45,16:12,438,1:03,20:30,320 lb,250 lb,505 lb,435 lb,107
1071,71,31,Christopher Guerrero,http://games.crossfit.com/athlete/6083,1,72.0,72 (570),0,11,198 lb,120 (276),96 (343),135 (115),98 (247),121 (09:54),16,CrossFit Westchester,CrossFit Westchester,2:29,0:00,0:00,15:27,413,0:00,19:07,295 lb,245 lb,506 lb,400 lb,55
1072,72,32,Christopher Gosler,http://games.crossfit.com/athlete/23011,1,69.0,73 (578),0,11,170 lb,95 (285),260 (339),31 (127),91 (249),101 (09:47),16,CrossFit Southie,CrossFit Southie,2:24,7:35,2:03,18:30,442,--,--,275 lb,225 lb,465 lb,365 lb,52
1073,73,28,Bryan Meraviglia,http://games.crossfit.com/athlete/163522,1,70.0,73 (578),0,11,190 lb,51 (294),133 (342),127 (115),61 (255),206 (10:26),16,CrossFit Milford Red,CrossFit Milford,3:03,--,--,--,404,--,--,305 lb,235 lb,505 lb,415 lb,--
1074,74,41,Jarett Perelmutter,http://games.crossfit.com/athlete/29334,1,66.0,75 (592),0,11,150 lb,55 (293),94 (343),116 (116),262 (223),65 (09:25),16,,Brick CrossFit Grand Central Station,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1075,75,24,Will Carter,http://games.crossfit.com/athlete/276354,1,67.0,76 (593),0,11,189 lb,43 (298),65 (345),212 (113),236 (228),37 (09:04),16,The Immortals,CrossFit Immortal,2:15,--,--,--,--,--,--,335 lb,255 lb,500 lb,450 lb,--
1076,76,27,Brandon Wolf,http://games.crossfit.com/athlete/241201,1,63.0,77 (594),0,11,225 lb,85 (286),190 (340),174 (114),65 (253),80 (09:36),16,CrossFit Shrewsbury,CrossFit Shrewsbury,--,--,1:26,--,--,--,--,315 lb,255 lb,450 lb,455 lb,--
1077,77,26,Axel ost,http://games.crossfit.com/athlete/72056,1,,78 (601),0,11,185 lb,359 (248),41 (423),19 (128),114 (245),68 (09:26),16,Yankee Crossfit,Yankee CrossFit,2:56,--,--,--,--,--,--,225 lb,195 lb,500 lb,425 lb,--
1078,78,23,Max Bragg,http://games.crossfit.com/athlete/142216,1,68.0,79 (606),0,11,165 lb,55 (293),183 (340),174 (114),97 (248),97 (09:46),16,CrossFit MF,CrossFit MF,2:50,7:17,2:14,--,0,--,--,285 lb,235 lb,425 lb,350 lb,--
1079,79,37,Chris Anderson,http://games.crossfit.com/athlete/86878,1,,80 (612),0,11,158 lb,85 (286),217 (339),90 (117),41 (261),179 (10:18),16,FITERNITY,Superhero CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1080,80,34,Anthony Baranta,http://games.crossfit.com/athlete/3265,1,70.0,81 (614),0,11,190 lb,171 (270),50 (346),33 (126),193 (233),167 (10:14),16,Team Freedom,CrossFit Athletic Academy,2:20,0:00,1:46,0:00,--,1:07,0:00,315 lb,260 lb,525 lb,435 lb,70
1081,81,30,Taylor Poulin,http://games.crossfit.com/athlete/3774,1,70.0,82 (618),0,11,190 lb,79 (287),117 (342),217 (113),49 (260),156 (10:10),16,CrossFit Vagabond,Vagabond CrossFit,2:13,7:26,2:44,18:38,405,1:05,18:06,315 lb,250 lb,475 lb,400 lb,60
1082,82,30,Sean Tully,http://games.crossfit.com/athlete/679219,1,,83 (620),0,11,--,137 (273),82 (344),81 (119),171 (236),149 (10:07),16,CrossFit Southie,CrossFit Southie,--,--,--,--,--,--,--,--,--,--,--,--
1083,83,28,Jeffrey Leider,http://games.crossfit.com/athlete/456748,1,68.0,84 (623),0,11,178 lb,15 (311),214 (339),102 (116),271 (220),21 (08:47),16,CrossFit Ridgewood,CrossFit Ridgewood,2:20,--,--,--,--,--,--,--,--,--,--,--
1084,84,29,Rob Aronofsky,http://games.crossfit.com/athlete/20741,1,71.0,85 (627),0,11,205 lb,123 (275),59 (346),67 (121),285 (219),93 (09:43),16,Ocean States Finest,Ocean State CrossFit,2:37,0:00,0:00,0:00,--,0:00,19:00,325 lb,260 lb,505 lb,440 lb,35
1085,85,25,Mike Giaquinto,http://games.crossfit.com/athlete/245850,1,71.0,86 (634),0,11,185 lb,108 (279),70 (345),193 (114),129 (242),134 (10:00),16,,Hackettstown CrossFit,2:39,8:27,1:59,--,424,--,21:24,315 lb,260 lb,455 lb,375 lb,45
1086,86,29,Greg Campisi,http://games.crossfit.com/athlete/10175,1,65.0,87 (645),0,11,182 lb,108 (279),67 (345),69 (121),264 (222),137 (10:01),16,CrossFit Garden City,CrossFit Garden City,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
1087,87,33,Paul Delanoy,http://games.crossfit.com/athlete/4994,1,72.0,88 (648),0,11,190 lb,263 (260),141 (342),107 (116),46 (260),91 (09:42),16,CrossFit Virtuosity,CrossFit Virtuosity,2:10,7:09,1:43,18:36,416,1:02,21:00,325 lb,250 lb,500 lb,405 lb,56
1088,88,19,Jake Marconi,http://games.crossfit.com/athlete/194457,1,67.0,89 (659),0,11,172 lb,137 (273),99 (343),188 (114),162 (237),73 (09:30),16,Full Range,Full Range CrossFit,--,--,--,--,--,--,--,275 lb,185 lb,505 lb,415 lb,--
1089,89,32,David Kerr III,http://games.crossfit.com/athlete/5340,1,69.0,89 (659),0,11,185 lb,112 (278),175 (340),95 (117),188 (234),89 (09:41),16,,Unaffiliated,2:17,0:00,1:39,0:00,0,0:00,18:58,305 lb,235 lb,515 lb,475 lb,67
1090,90,20,Leighton Brillo-Sonnino,http://games.crossfit.com/athlete/706878,1,,91 (662),0,11,--,123 (275),52 (346),86 (118),284 (219),117 (09:53),16,CrossFit 212,CrossFit 212,--,--,--,--,--,--,--,--,--,--,--,--
1091,91,28,Brooks Farrar,http://games.crossfit.com/athlete/110697,1,71.0,92 (685),0,11,192 lb,130 (274),61 (346),21 (128),31 (264),442 (11:32),16,CrossFit Resilience,CrossFit Resilience,2:41,8:30,1:45,--,--,1:02,22:00,355 lb,290 lb,500 lb,450 lb,60
1092,92,33,Michael Van Bourgondien,http://games.crossfit.com/athlete/23983,1,66.0,93 (699),0,11,205 lb,215 (265),169 (341),101 (117),47 (260),167 (10:14),16,CrossFit Undivided,CrossFit Undivided,0:00,0:00,0:00,0:00,--,0:00,0:00,330 lb,265 lb,510 lb,470 lb,--
1093,93,27,Benjamin Swedish,http://games.crossfit.com/athlete/168132,1,70.0,94 (702),0,11,200 lb,156 (272),251 (339),193 (114),87 (249),15 (08:43),16,CrossFit SPOT,CrossFit Spot,--,--,1:44,--,331,--,--,295 lb,215 lb,415 lb,390 lb,--
1094,94,24,Jonathan See,http://games.crossfit.com/athlete/217795,1,69.0,95 (703),0,11,183 lb,46 (296),117 (342),168 (114),346 (214),26 (08:54),16,CrossFit Free,CrossFit Free,2:34,--,2:20,19:27,--,--,--,255 lb,200 lb,425 lb,350 lb,--
1095,95,29,Mickey Kilmartin,http://games.crossfit.com/athlete/101526,1,68.0,96 (715),0,11,189 lb,171 (270),152 (341),129 (115),186 (234),77 (09:31),16,CrossFit Free,CrossFit Free,--,--,--,--,--,--,--,305 lb,235 lb,450 lb,400 lb,--
1096,96,33,Peter Foster,http://games.crossfit.com/athlete/195399,1,69.0,97 (733),0,11,180 lb,123 (275),184 (340),174 (114),73 (252),179 (10:18),16,Hanscom Warrior Crossfit,Hanscom Warrior Training Center CrossFit,2:58,7:22,2:15,19:40,--,--,--,285 lb,221 lb,430 lb,360 lb,58
1097,97,24,Matthew Milone,http://games.crossfit.com/athlete/484138,1,66.0,98 (737),0,11,170 lb,253 (261),144 (341),97 (117),201 (233),42 (09:09),16,CrossFit SPOT,CrossFit Spot,2:07,8:20,1:44,--,--,--,--,285 lb,235 lb,420 lb,407 lb,--
1098,98,29,Mat Frankel,http://games.crossfit.com/athlete/117235,1,75.0,99 (743),0,11,205 lb,137 (273),182 (340),140 (115),128 (242),156 (10:10),16,CrossFit City Line,CrossFit City Line,2:53,7:46,1:12,16:20,423,--,20:30,270 lb,225 lb,470 lb,340 lb,49
1099,99,28,Michael Lukenovich,http://games.crossfit.com/athlete/550848,1,69.0,100 (756),0,11,185 lb,245 (262),89 (344),49 (124),146 (240),227 (10:34),16,Reebok CrossFit 5th Ave,CrossFit Reebok 5th Ave,--,--,--,--,--,--,--,355 lb,265 lb,545 lb,455 lb,--
1100,0,24,Dakota Rager,http://games.crossfit.com/athlete/102327,1,64.0,1 (41),0,12,169 lb,2 (315),9 (423),6 (128),22 (255),2 (08:10),16,CrossFit 808,CrossFit 808,2:13,--,1:42,0:00,0,--,--,310 lb,242 lb,0 lb,415 lb,--
1101,1,31,Marcus Filly,http://games.crossfit.com/athlete/13913,1,70.0,2 (44),0,12,192 lb,1 (318),5 (427),31 (122),4 (275),3 (08:25),16,TJs Gym Mill Valley,CrossFit Mill Valley,2:10,7:00,1:09,16:14,--,0:59,--,355 lb,275 lb,485 lb,455 lb,63
1102,2,35,Will Zerlang,http://games.crossfit.com/athlete/7802,1,70.0,3 (55),0,12,187 lb,5 (312),16 (346),7 (128),5 (274),22 (09:27),16,Humboldt CrossFit,Humboldt CrossFit,2:24,7:42,2:24,18:00,422,1:15,19:46,295 lb,245 lb,455 lb,425 lb,52
1103,3,28,Lorin Adams,http://games.crossfit.com/athlete/15740,1,73.0,4 (56),0,12,205 lb,11 (300),6 (424),18 (125),1 (282),20 (09:26),16,,CrossFit Solano,2:49,8:09,1:56,21:02,400,1:18,0:00,320 lb,250 lb,485 lb,415 lb,48
1104,4,25,Garret Fisher,http://games.crossfit.com/athlete/21292,1,73.0,5 (65),0,12,200 lb,17 (293),3 (428),4 (128),6 (267),35 (09:45),16,,Unaffiliated,2:09,0:00,0:00,0:00,0,0:55,0:00,365 lb,285 lb,0 lb,0 lb,0
1105,5,33,Kyle Kleinschmidt,http://games.crossfit.com/athlete/297862,1,72.0,6 (68),0,12,206 lb,3 (313),41 (343),3 (128),14 (260),7 (08:53),16,Diablo CrossFit Anejo,Diablo CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1106,6,26,Ryan Hignell,http://games.crossfit.com/athlete/43993,1,69.0,7 (72),0,12,183 lb,5 (312),17 (346),34 (121),7 (265),9 (09:07),16,North Rim CrossFit,North Rim CrossFit,2:10,7:20,1:34,15:19,392,1:05,19:59,330 lb,285 lb,475 lb,405 lb,78
