Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Finish,Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score,User_ID,Reg_Finish,Reg_Place,Reg_Score,Reg_Wk1_Finish,Reg_Wk1_Place,Reg_Wk2_Finish,Reg_Wk2_Place,Reg_Wk3_Finish,Reg_Wk3_Place,Reg_Wk4_Finish,Reg_Wk4_Place,Regional,Regional_Name,Region_Name,Reg_Cutoff,Reg_Actual,Reg_Auto_Qualify,Reg_Actual_Qualify,Status,Status_Code
523,23,29.0,Mitch Beaver,http://games.crossfit.com/athlete/45548,1,70.0,524 (4522),4522,11,185.0,966 (282),988 (343),1578 (115),528 (257),462 (09:20),16,CrossFit Exalt,CrossFit Exalt,135.0,424.0,109.0,1138.0,432.0,52.0,1060.0,315.0,245.0,455.0,405.0,60.0,524,966,282,988,343,1578,115,528,257,462,560,45548,57 (454),57,454,104 (282),104,104 (282),104,104 (282),104,104 (282),104,4,East,North East,20,20,0,0,Out,0
524,24,22.0,Brandon Sanchez,http://games.crossfit.com/athlete/357033,1,66.0,525 (4523),4523,14,160.0,2058 (267),314 (423),1589 (115),516 (257),46 (08:20),16,,CrossFit Lethal,126.0,,125.0,,,60.0,,325.0,240.0,455.0,405.0,66.0,525,2058,267,314,423,1589,115,516,257,46,500,357033,35 (318),35,318,144 (267),144,144 (267),144,144 (267),144,144 (267),144,7,South,South Central,20,25,0,0,Out,0
525,25,27.0,Dustin Raul Stumpf,http://games.crossfit.com/athlete/535673,1,71.0,526 (4528),4528,12,195.0,755 (286),1014 (343),434 (124),1386 (243),939 (09:50),16,American River CrossFit,American River CrossFit,129.0,,102.0,,,,,310.0,255.0,505.0,485.0,80.0,526,755,286,1014,343,434,124,1386,243,939,590,535673,19 (178),19,178,33 (286),33,33 (286),33,33 (286),33,33 (286),33,2,California,NorCal,20,28,1,1,Accepted,1
526,26,31.0,Francois Leclerc,http://games.crossfit.com/athlete/67579,1,,527 (4539),4539,4,175.0,1772 (270),253 (424),352 (126),869 (250),1293 (10:05),16,Physics CrossFit,Physics CrossFit,,,,,,,,,,,,,527,1772,270,253,424,352,126,869,250,1293,605,67579,29 (240),29,240,81 (270),81,81 (270),81,81 (270),81,81 (270),81,4,East,Canada East,20,24,0,0,Out,0
527,27,29.0,Andrew Malek-Zadeh,http://games.crossfit.com/athlete/10405,1,73.0,528 (4548),4548,12,215.0,944 (283),223 (424),1544 (115),567 (255),1270 (10:04),16,CrossFit Endzone,CrossFit Endzone,148.0,,85.0,,,,,350.0,275.0,525.0,475.0,50.0,528,944,283,223,424,1544,115,567,255,1270,604,10405,24 (210),24,210,46 (283),46,46 (283),46,46 (283),46,46 (283),46,2,California,NorCal,20,28,0,1,Accepted,1
528,28,23.0,Christian Congden,http://games.crossfit.com/athlete/323326,1,71.0,529 (4554),4554,15,195.0,755 (286),438 (346),2265 (114),847 (250),249 (08:59),16,CrossFit North Charleston,CrossFit North Charleston,147.0,,77.0,,,60.0,,325.0,255.0,475.0,405.0,46.0,529,755,286,438,346,2265,114,847,250,249,539,323326,44 (400),44,400,56 (286),56,56 (286),56,56 (286),56,56 (286),56,1,Atlantic,South East,20,26,0,0,Out,0
529,29,26.0,John Coltey,http://games.crossfit.com/athlete/109346,1,69.0,530 (4561),4561,15,188.0,1187 (276),520 (346),176 (128),794 (251),1884 (10:27),16,CrossFit Laminin,CrossFit Laminin,,,,,,,,,,,,,530,1187,276,520,346,176,128,794,251,1884,627,109346,39 (364),39,364,87 (276),87,87 (276),87,87 (276),87,87 (276),87,1,Atlantic,South East,20,26,0,0,Out,0
530,30,31.0,Colin Cunningham,http://games.crossfit.com/athlete/102911,1,67.0,531 (4586),4586,12,168.0,1141 (277),923 (343),605 (122),605 (255),1312 (10:06),16,EndGame Athletics,CrossFit EGA,161.0,520.0,115.0,,420.0,78.0,,290.0,235.0,500.0,410.0,55.0,531,1141,277,923,343,605,122,605,255,1312,606,102911,22 (202),22,202,51 (277),51,51 (277),51,51 (277),51,51 (277),51,2,California,NorCal,20,28,0,1,Team,2
531,31,26.0,Bryce Smith,http://games.crossfit.com/athlete/27081,1,76.0,532 (4594),4594,16,215.0,476 (293),760 (344),1239 (116),623 (254),1496 (10:14),16,Invictus,CrossFit Invictus,,,,,,,,0.0,0.0,0.0,0.0,0.0,532,476,293,760,344,1239,116,623,254,1496,614,27081,31 (276),31,276,28 (293),28,28 (293),28,28 (293),28,28 (293),28,2,California,SoCal,20,24,0,0,Out,0
532,32,30.0,Zachary Forrest,http://games.crossfit.com/athlete/10593,1,67.0,533 (4598),4598,17,175.0,633 (289),327 (423),983 (117),1904 (236),751 (09:40),16,Max Effort Avengers,CrossFit Max Effort,124.0,421.0,89.0,934.0,425.0,61.0,1200.0,325.0,265.0,485.0,425.0,74.0,533,633,289,327,423,983,117,1904,236,751,580,10593,16 (136),16,136,13 (289),13,13 (289),13,13 (289),13,13 (289),13,7,South,South West,20,24,1,1,Team,2
533,33,34.0,Joel Bran,http://games.crossfit.com/athlete/138674,1,70.87,534 (4607),4607,8,222.0,2058 (267),87 (427),1225 (116),402 (260),835 (09:45),16,,Erei CrossFit,132.0,,120.0,,,,,365.0,260.0,500.0,490.0,,534,2058,267,87,427,1225,116,402,260,835,585,138674,13 (137),13,137,59 (267),59,59 (267),59,59 (267),59,59 (267),59,7,South,LatAm,10,14,0,1,Accepted,1
534,34,30.0,Simon Greenwood,http://games.crossfit.com/athlete/25579,1,69.69,535 (4618),4618,7,182.98,633 (289),740 (344),1521 (115),1184 (245),540 (09:26),16,,CrossFit Oxford Originals,139.0,,115.0,,,57.0,1080.0,299.83,238.1,462.97,403.45,50.0,535,633,289,740,344,1521,115,1184,245,540,566,25579,68 (634),68,634,105 (289),105,105 (289),105,105 (289),105,105 (289),105,5,Meridian,Europe,30,32,0,0,Out,0
535,35,28.0,Dean Shaw,http://games.crossfit.com/athlete/64728,1,70.08,536 (4621),4621,1,182.0,755 (286),1566 (341),664 (121),547 (256),1089 (09:56),16,,CrossFit Algoa,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,536,755,286,1566,341,664,121,547,256,1089,596,64728,19 (115),19,115,18 (286),18,18 (286),18,18 (286),18,18 (286),18,5,Meridian,Africa,10,11,0,0,Out,0
536,36,27.0,Ashley Jordan,http://games.crossfit.com/athlete/249748,1,72.0,537 (4627),4627,10,215.0,1860 (269),120 (426),556 (122),1195 (245),896 (09:48),16,South Loop Strength and Conditioning,South Loop CrossFit,150.0,,,,,,,365.0,300.0,595.0,450.0,52.0,537,1860,269,120,426,556,122,1195,245,896,588,249748,54 (406),54,406,157 (269),157,157 (269),157,157 (269),157,157 (269),157,3,Central,North Central,20,21,0,0,Out,0
537,37,26.0,Tommy Snarr,http://games.crossfit.com/athlete/9952,1,74.0,538 (4636),4636,4,216.0,2760 (261),517 (346),119 (129),202 (268),1038 (09:54),16,CrossFit Select,CrossFit Select,,,,,,,,0.0,0.0,0.0,0.0,,538,2760,261,517,346,119,129,202,268,1038,594,9952,28 (217),28,217,121 (261),121,121 (261),121,121 (261),121,121 (261),121,4,East,Canada East,20,24,0,0,Out,0
538,38,37.0,Jeremy Hilsen,http://games.crossfit.com/athlete/160922,1,70.0,539 (4640),4640,15,190.0,2869 (260),153 (425),234 (127),295 (264),1089 (09:56),16,CrossFit Tarpon Springs,CrossFit Tarpon Springs,141.0,,107.0,,421.0,,,315.0,245.0,545.0,475.0,48.0,539,2869,260,153,425,234,127,295,264,1089,596,160922,42 (390),42,390,229 (260),229,229 (260),229,229 (260),229,229 (260),229,1,Atlantic,South East,20,26,0,0,Out,0
539,39,43.0,Charlie Cassara,http://games.crossfit.com/athlete/108722,1,70.0,540 (4654),4654,11,190.0,476 (293),811 (344),1508 (115),589 (255),1270 (10:04),16,SC CrossFit165,SC CrossFit 165,158.0,,105.0,,405.0,60.0,1221.0,275.0,235.0,505.0,385.0,,540,476,293,811,344,1508,115,589,255,1270,604,108722,58 (475),58,475,55 (293),55,55 (293),55,55 (293),55,55 (293),55,4,East,North East,20,20,0,0,Out,0
540,40,25.0,Alex Miller,http://games.crossfit.com/athlete/252384,1,,541 (4656),4656,15,215.0,546 (291),2494 (339),222 (127),906 (249),488 (09:22),16,CrossFit  over the mountain,CrossFit Over the Mountain,,,,,,,,,,,,,541,546,291,2494,339,222,127,906,249,488,562,252384,44 (400),44,400,48 (291),48,48 (291),48,48 (291),48,48 (291),48,1,Atlantic,South East,20,26,0,0,Out,0
541,41,29.0,Batuque Iribarren,http://games.crossfit.com/athlete/546254,1,0.79,542 (4665),4665,8,205.0,1372 (273),1091 (343),222 (127),1303 (243),677 (09:36),16,,Unaffiliated,126.0,445.0,117.0,,,,1187.0,308.65,264.55,507.06,440.92,65.0,542,1372,273,1091,343,222,127,1303,243,677,576,546254,12 (121),12,121,40 (273),40,40 (273),40,40 (273),40,40 (273),40,7,South,LatAm,10,14,0,1,Accepted,1
542,42,35.0,Tim Steel,http://games.crossfit.com/athlete/7543,1,70.0,543 (4675),4675,9,177.0,422 (295),914 (343),1378 (116),799 (251),1162 (09:59),16,CrossFit Hershey,CrossFit Hershey,142.0,,111.0,,426.0,56.0,1040.0,295.0,215.0,505.0,390.0,55.0,543,422,295,914,343,1378,116,799,251,1162,599,7543,33 (314),33,314,28 (295),28,28 (295),28,28 (295),28,28 (295),28,1,Atlantic,Mid Atlantic,20,22,0,0,Out,0
543,43,29.0,Julian Reinhold,http://games.crossfit.com/athlete/93934,1,70.08,544 (4680),4680,7,182.0,919 (284),519 (346),920 (118),1052 (247),1270 (10:04),16,myleo CrossFit,Myleo CrossFit,139.0,434.0,104.0,,,58.0,1174.0,286.6,220.46,518.09,440.92,,544,919,284,519,346,920,118,1052,247,1270,604,93934,69 (647),69,647,149 (284),149,149 (284),149,149 (284),149,149 (284),149,5,Meridian,Europe,30,32,0,0,Out,0
544,44,31.0,Erik Fay,http://games.crossfit.com/athlete/1653,1,70.0,545 (4693),4693,16,195.0,1294 (274),1030 (343),743 (120),854 (250),772 (09:41),16,CrossFit Lifted,CrossFit Lifted,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,545,1294,274,1030,343,743,120,854,250,772,581,1653,34 (284),34,284,75 (274),75,75 (274),75,75 (274),75,75 (274),75,2,California,SoCal,20,24,0,0,Out,0
545,45,21.0,Devon Hoelscher,http://games.crossfit.com/athlete/261488,1,68.0,546 (4696),4696,14,170.0,919 (284),971 (343),647 (121),1432 (242),727 (09:39),16,T Bone CrossFit,T Bone CrossFit,166.0,,146.0,,,,1560.0,265.0,210.0,455.0,375.0,47.0,546,919,284,971,343,647,121,1432,242,727,579,261488,39 (348),39,348,72 (284),72,72 (284),72,72 (284),72,72 (284),72,7,South,South Central,20,25,0,0,Out,0
546,46,39.0,Bradley Pritchard,http://games.crossfit.com/athlete/101262,1,67.0,547 (4707),4707,15,165.0,170 (308),2392 (339),214 (127),792 (251),1139 (09:58),16,CF285 Swift Iron,CrossFit 285,129.0,421.0,118.0,920.0,433.0,,1125.0,270.0,217.0,480.0,390.0,83.0,547,170,308,2392,339,214,127,792,251,1139,598,101262,47 (411),47,411,15 (308),15,15 (308),15,15 (308),15,15 (308),15,1,Atlantic,South East,20,26,0,0,Out,0
547,47,26.0,Mitch McClune,http://games.crossfit.com/athlete/289710,1,68.0,548 (4722),4722,15,175.0,755 (286),524 (346),1239 (116),1289 (244),915 (09:49),16,Team SpaceCoast CrossFit,Space Coast CrossFit,,,102.0,,,,,335.0,265.0,485.0,485.0,,548,755,286,524,346,1239,116,1289,244,915,589,289710,49 (419),49,419,56 (286),56,56 (286),56,56 (286),56,56 (286),56,1,Atlantic,South East,20,26,0,0,Out,0
548,48,27.0,Billy Breider,http://games.crossfit.com/athlete/241123,1,70.0,549 (4727),4727,10,183.0,1372 (273),1260 (342),494 (123),439 (260),1162 (09:59),16,CrossFit 1847,CrossFit 1847,132.0,,,,431.0,,,320.0,255.0,475.0,420.0,50.0,549,1372,273,1260,342,494,123,439,260,1162,599,241123,58 (450),58,450,124 (273),124,124 (273),124,124 (273),124,124 (273),124,3,Central,North Central,20,21,0,0,Out,0
549,49,27.0,Gary Jones,http://games.crossfit.com/athlete/28024,1,72.0,550 (4729),4729,11,193.0,919 (284),678 (345),1296 (116),697 (253),1139 (09:58),16,Tango Charlie,CrossFit Paradigm Performance,154.0,460.0,96.0,,,49.0,,365.0,275.0,500.0,500.0,,550,919,284,678,345,1296,116,697,253,1139,598,28024,61 (482),61,482,98 (284),98,98 (284),98,98 (284),98,98 (284),98,4,East,North East,20,20,0,0,Out,0
550,50,21.0,Joakim Törnvi,http://games.crossfit.com/athlete/37422,1,72.83,551 (4731),4731,7,196.21,755 (286),253 (424),148 (128),1657 (239),1918 (10:28),16,CrossFit Falun Måndagsklubben,CrossFit Falun,,453.0,108.0,1140.0,,,12030.0,308.65,253.53,485.02,440.92,33.0,551,755,286,253,424,148,128,1657,239,1918,628,37422,72 (661),72,661,123 (286),123,123 (286),123,123 (286),123,123 (286),123,5,Meridian,Europe,30,32,0,0,Out,0
551,51,46.0,Bill Grundler,http://games.crossfit.com/athlete/8747,1,72.0,552 (4734),4734,16,195.0,1057 (278),738 (344),882 (118),686 (253),1371 (10:09),16,CrossFit Inferno,CrossFit Inferno,134.0,432.0,,,440.0,64.0,,285.0,225.0,455.0,400.0,56.0,552,1057,278,738,344,882,118,686,253,1371,609,8747,32 (280),32,280,58 (278),58,58 (278),58,58 (278),58,58 (278),58,2,California,SoCal,20,24,0,0,Out,0
552,52,31.0,Omar Luaces,http://games.crossfit.com/athlete/3543,1,64.96,553 (4743),4743,7,163.14,1372 (273),1653 (341),1059 (117),467 (259),192 (08:52),16,,CrossFit Naron,142.0,430.0,150.0,,,55.0,1027.0,286.6,220.46,551.15,407.85,55.0,553,1372,273,1653,341,1059,117,467,259,192,532,3543,76 (687),76,687,231 (273),231,231 (273),231,231 (273),231,231 (273),231,5,Meridian,Europe,30,32,0,0,Out,0
553,53,19.0,Spencer Panchik,http://games.crossfit.com/athlete/162712,1,68.0,554 (4762),4762,6,175.0,1372 (273),832 (344),407 (125),483 (258),1668 (10:20),16,CrossFit Mentality,CrossFit Mentality,,,,,,,,340.0,256.0,475.0,445.0,,554,1372,273,832,344,407,125,483,258,1668,620,162712,39 (317),39,317,95 (273),95,95 (273),95,95 (273),95,95 (273),95,3,Central,Central East,20,27,0,0,Out,0
554,54,35.0,Adam Izzo,http://games.crossfit.com/athlete/237783,1,69.0,555 (4771),4771,11,175.0,115 (312),1195 (342),287 (127),2786 (226),388 (09:14),16,CrossFit 508,CrossFit 508,,,,,,,,,,,,,555,115,312,1195,342,287,127,2786,226,388,554,237783,56 (452),56,452,10 (312),10,10 (312),10,10 (312),10,10 (312),10,4,East,North East,20,20,0,0,Out,0
555,55,25.0,Jake Pinchback,http://games.crossfit.com/athlete/260994,1,68.0,556 (4773),4773,14,168.0,604 (290),970 (343),1129 (116),999 (248),1071 (09:55),16,CrossFit Tall City,CrossFit Tall City,140.0,,132.0,,,56.0,1126.0,285.0,245.0,475.0,405.0,53.0,556,604,290,970,343,1129,116,999,248,1071,595,260994,39 (348),39,348,42 (290),42,42 (290),42,42 (290),42,42 (290),42,7,South,South Central,20,25,0,0,Out,0
556,56,28.0,phillip teixeira,http://games.crossfit.com/athlete/10118,1,68.0,557 (4781),4781,15,190.0,1240 (275),895 (344),482 (123),714 (253),1450 (10:12),16,,CrossFit Showdown,129.0,95.0,107.0,,,58.0,1500.0,345.0,275.0,505.0,445.0,45.0,557,1240,275,895,344,482,123,714,253,1450,612,10118,43 (392),43,392,92 (275),92,92 (275),92,92 (275),92,92 (275),92,1,Atlantic,South East,20,26,0,0,Out,0
557,57,27.0,Eiríkur Baldursson,http://games.crossfit.com/athlete/9043,1,71.65,558 (4788),4788,7,191.0,200 (304),562 (345),664 (121),700 (253),2662 (10:47),16,Team Crossfit Copenhagen 1,CrossFit Nordvest,166.0,483.0,119.0,,397.0,58.0,1110.0,286.6,279.99,462.97,374.79,63.0,558,200,304,562,345,664,121,700,253,2662,647,9043,71 (655),71,655,38 (304),38,38 (304),38,38 (304),38,38 (304),38,5,Meridian,Europe,30,32,0,0,Out,0
558,58,33.0,Kevin Jones,http://games.crossfit.com/athlete/217423,1,71.0,559 (4791),4791,6,205.0,1187 (276),1136 (343),840 (119),257 (265),1371 (10:09),16,CrossFit 061,CrossFit 061,,,103.0,,,,1191.0,345.0,255.0,545.0,500.0,55.0,559,1187,276,1136,343,840,119,257,265,1371,609,217423,40 (328),40,328,85 (276),85,85 (276),85,85 (276),85,85 (276),85,3,Central,Central East,20,27,0,0,Out,0
559,59,23.0,Austin Cahoy,http://games.crossfit.com/athlete/96943,1,72.0,560 (4792),4792,10,220.0,1025 (279),93 (427),341 (126),2967 (223),366 (09:12),16,CrossFit 417,CrossFit 417,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,560,1025,279,93,427,341,126,2967,223,366,552,96943,56 (418),56,418,93 (279),93,93 (279),93,93 (279),93,93 (279),93,3,Central,North Central,20,21,0,0,Out,0
560,60,40.0,Kenny Ochoa,http://games.crossfit.com/athlete/8622,1,66.0,561 (4803),4803,14,170.0,1240 (275),1206 (342),771 (120),799 (251),787 (09:42),16,C4 CrossFit,C4 CrossFit,131.0,,100.0,,,57.0,,305.0,235.0,455.0,435.0,70.0,561,1240,275,1206,342,771,120,799,251,787,582,8622,41 (350),41,350,90 (275),90,90 (275),90,90 (275),90,90 (275),90,7,South,South Central,20,25,0,0,Out,0
561,61,25.0,Mateusz Wasilewski,http://games.crossfit.com/athlete/122884,1,72.05,562 (4807),4807,7,183.0,896 (285),1519 (341),781 (120),1184 (245),427 (09:17),16,,CrossFit Zielona Góra,143.0,,99.0,,,51.0,,297.62,242.51,507.06,396.83,65.0,562,896,285,1519,341,781,120,1184,245,427,557,122884,70 (650),70,650,145 (285),145,145 (285),145,145 (285),145,145 (285),145,5,Meridian,Europe,30,32,0,0,Out,0
562,62,25.0,Ian Daniel,http://games.crossfit.com/athlete/40813,1,68.0,563 (4808),4808,15,195.0,3303 (259),633 (345),214 (127),61 (281),597 (09:30),16,HustleHard CrossFit,HustleHard CrossFit,119.0,178.0,66.0,,0.0,,563.0,395.0,300.0,585.0,570.0,0.0,563,3303,259,633,345,214,127,61,281,597,570,40813,41 (384),41,384,257 (259),257,257 (259),257,257 (259),257,257 (259),257,1,Atlantic,South East,20,26,0,0,Out,0
563,63,27.0,Andrew Rape,http://games.crossfit.com/athlete/100686,1,71.0,564 (4818),4818,15,220.0,1294 (274),32 (430),1544 (115),312 (263),1636 (10:19),16,CrossFit Trussville,CrossFit Trussville,119.0,,80.0,,0.0,55.0,1270.0,400.0,310.0,545.0,525.0,55.0,564,1294,274,32,430,1544,115,312,263,1636,619,100686,46 (408),46,408,100 (274),100,100 (274),100,100 (274),100,100 (274),100,1,Atlantic,South East,20,26,0,0,Out,0
564,64,27.0,Keith Enderlein,http://games.crossfit.com/athlete/286283,1,72.0,565 (4829),4829,16,187.0,1860 (269),967 (343),244 (127),1483 (241),275 (09:01),16,LmbrJCKD,LumberYard CrossFit,147.0,,,,,,,330.0,,565.0,555.0,,565,1860,269,967,343,244,127,1483,241,275,541,286283,33 (283),33,283,105 (269),105,105 (269),105,105 (269),105,105 (269),105,2,California,SoCal,20,24,0,0,Out,0
565,65,26.0,Chris Detmering,http://games.crossfit.com/athlete/381136,1,69.0,565 (4829),4829,12,187.0,1294 (274),1423 (342),1395 (116),388 (261),329 (09:08),16,,,128.0,453.0,,,453.0,61.0,,335.0,275.0,530.0,455.0,60.0,565,1294,274,1423,342,1395,116,388,261,329,548,381136,25 (212),25,212,57 (274),57,57 (274),57,57 (274),57,57 (274),57,2,California,NorCal,20,28,0,1,Accepted,1
566,66,34.0,Gregory Hung,http://games.crossfit.com/athlete/213264,1,70.08,567 (4831),4831,7,182.98,1372 (273),577 (345),680 (121),1347 (243),855 (09:46),16,Team Turicum,CrossFit Turicum,132.0,,101.0,,,,,304.24,242.51,462.97,385.81,,567,1372,273,577,345,680,121,1347,243,855,586,213264,75 (686),75,686,231 (273),231,231 (273),231,231 (273),231,231 (273),231,5,Meridian,Europe,30,32,0,0,Out,0
567,67,30.0,David McCahan,http://games.crossfit.com/athlete/751637,1,,568 (4832),4832,9,,35 (324),3551 (263),60 (132),271 (265),915 (09:49),16,Stark Union Forged,CrossFit French Creek,,,,,,,,,,,,,568,35,324,3551,263,60,132,271,265,915,589,751637,37 (345),37,345,3 (324),3,3 (324),3,3 (324),3,3 (324),3,1,Atlantic,Mid Atlantic,20,22,0,0,Out,0
568,68,21.0,Logan Southard,http://games.crossfit.com/athlete/245529,1,66.0,569 (4839),4839,15,165.0,755 (286),993 (343),1544 (115),1347 (243),200 (08:53),16,,CrossFit Acworth,167.0,457.0,138.0,1194.0,356.0,,1207.0,295.0,235.0,405.0,385.0,50.0,569,755,286,993,343,1544,115,1347,243,200,533,245529,50 (431),50,431,56 (286),56,56 (286),56,56 (286),56,56 (286),56,1,Atlantic,South East,20,26,0,0,Out,0
569,69,30.0,Utku Tuncer,http://games.crossfit.com/athlete/131805,1,68.5,570 (4840),4840,1,194.01,719 (287),598 (345),301 (127),725 (252),2497 (10:43),16,,Antrum CrossFit,127.0,,,,,,,337.31,275.58,485.02,440.92,,570,719,287,598,345,301,127,725,252,2497,643,131805,18 (113),18,113,17 (287),17,17 (287),17,17 (287),17,17 (287),17,5,Meridian,Africa,10,11,0,0,Out,0
570,70,26.0,Nathan Kuffrey,http://games.crossfit.com/athlete/23834,1,68.0,571 (4844),4844,11,185.0,2760 (261),356 (423),135 (129),842 (250),751 (09:40),16,Cragletes,CrossFit Crag,127.0,,60.0,908.0,486.0,,,325.0,260.0,585.0,500.0,70.0,571,2760,261,356,423,135,129,842,250,751,580,23834,60 (479),60,479,253 (261),253,253 (261),253,253 (261),253,253 (261),253,4,East,North East,20,20,0,0,Out,0
571,71,28.0,David Barnett,http://games.crossfit.com/athlete/20642,1,72.0,572 (4845),4845,14,195.0,1617 (272),1195 (342),386 (125),970 (248),677 (09:36),16,CrossFit Lubbock,CrossFit Lubbock,152.0,406.0,115.0,,303.0,64.0,1462.0,320.0,255.0,460.0,430.0,41.0,572,1617,272,1195,342,386,125,970,248,677,576,20642,43 (354),43,354,119 (272),119,119 (272),119,119 (272),119,119 (272),119,7,South,South Central,20,25,0,0,Out,0
572,72,23.0,Connor Vale,http://games.crossfit.com/athlete/12412,1,71.0,573 (4852),4852,5,197.0,366 (297),182 (425),1378 (116),1732 (238),1194 (10:00),16,,CrossFit Kitsilano,,,,,0.0,,,340.0,285.0,475.0,455.0,0.0,573,366,297,182,425,1378,116,1732,238,1194,600,12412,9 (81),9,81,6 (297),6,6 (297),6,6 (297),6,6 (297),6,8,West,Canada West,20,23,1,1,Accepted,1
573,73,24.0,Jacob Howenstein,http://games.crossfit.com/athlete/144899,1,73.0,574 (4858),4858,10,218.0,755 (286),690 (345),605 (122),354 (262),2454 (10:42),16,CrossFit St Louis,CrossFit St. Louis,153.0,,,,,,,325.0,265.0,550.0,435.0,,574,755,286,690,345,605,122,354,262,2454,642,144899,58 (450),58,450,74 (286),74,74 (286),74,74 (286),74,74 (286),74,3,Central,North Central,20,21,0,0,Out,0
574,74,32.0,Dustin Harth,http://games.crossfit.com/athlete/118886,1,72.0,574 (4858),4858,17,205.0,1372 (273),661 (345),771 (120),558 (256),1496 (10:14),16,,Ironwood CrossFit,155.0,501.0,91.0,,398.0,,1289.0,325.0,255.0,525.0,455.0,43.0,574,1372,273,661,345,771,120,558,256,1496,614,118886,17 (139),17,139,36 (273),36,36 (273),36,36 (273),36,36 (273),36,7,South,South West,20,24,1,1,Accepted,1
575,75,25.0,Aaron Parker,http://games.crossfit.com/athlete/22394,1,200.79,576 (4869),4869,5,180.0,755 (286),1628 (341),434 (124),1265 (244),787 (09:42),16,Reebok CrossFit 306,CrossFit Reebok 306,150.0,457.0,107.0,975.0,466.0,,1016.0,285.0,225.0,500.0,390.0,40.0,576,755,286,1628,341,434,124,1265,244,787,582,22394,8 (73),8,73,11 (286),11,11 (286),11,11 (286),11,11 (286),11,8,West,Canada West,20,23,1,1,Accepted,1
576,76,28.0,Elijah Muhammad,http://games.crossfit.com/athlete/165705,1,72.0,577 (4878),4878,17,200.0,1372 (273),427 (347),193 (128),1574 (240),1312 (10:06),16,,CrossFit New You,146.0,,92.0,,425.0,,,350.0,295.0,565.0,475.0,,577,1372,273,427,347,193,128,1574,240,1312,606,165705,15 (131),15,131,36 (273),36,36 (273),36,36 (273),36,36 (273),36,7,South,South West,20,24,1,1,Accepted,1
577,77,21.0,Hunter Britt,http://games.crossfit.com/athlete/13637,1,70.0,578 (4880),4880,16,178.0,507 (292),1194 (342),899 (118),717 (252),1563 (10:16),16,Invictus,CrossFit Invictus,133.0,,,,,,,330.0,275.0,545.0,410.0,,578,507,292,1194,342,899,118,717,252,1563,616,13637,35 (293),35,293,32 (292),32,32 (292),32,32 (292),32,32 (292),32,2,California,SoCal,20,24,0,0,Out,0
578,78,29.0,Cory Buerck,http://games.crossfit.com/athlete/7964,1,72.0,579 (4882),4882,10,200.0,1025 (279),520 (346),1394 (116),1004 (248),939 (09:50),16,CrossFit St Louis,CrossFit St. Louis,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,579,1025,279,520,346,1394,116,1004,248,939,590,7964,57 (449),57,449,93 (279),93,93 (279),93,93 (279),93,93 (279),93,3,Central,North Central,20,21,0,0,Out,0
579,79,24.0,Simon Buteau,http://games.crossfit.com/athlete/194837,1,68.0,580 (4884),4884,4,182.0,996 (280),1005 (343),1304 (116),1452 (242),127 (08:42),16,Inyaface,CrossFit 819,153.0,,,,0.0,,1170.0,335.0,250.0,475.0,415.0,0.0,580,996,280,1005,343,1304,116,1452,242,127,522,194837,31 (252),31,252,44 (280),44,44 (280),44,44 (280),44,44 (280),44,4,East,Canada East,20,24,0,0,Out,0
580,80,35.0,Joshua Belville,http://games.crossfit.com/athlete/38781,1,72.0,581 (4890),4890,6,205.0,604 (290),922 (343),840 (119),1028 (247),1496 (10:14),16,Cool Springs,CrossFit Cool Springs,135.0,455.0,94.0,986.0,419.0,57.0,1260.0,315.0,255.0,475.0,410.0,50.0,581,604,290,922,343,840,119,1028,247,1496,614,38781,41 (337),41,337,42 (290),42,42 (290),42,42 (290),42,42 (290),42,3,Central,Central East,20,27,0,0,Out,0
581,81,26.0,Joel Strugnell,http://games.crossfit.com/athlete/263196,1,72.05,582 (4899),4899,4,198.0,719 (287),779 (344),2085 (114),840 (250),476 (09:21),16,Hydra CrossFit,Hydra CrossFit,165.0,,,,,,1190.0,305.0,240.0,475.0,415.0,40.0,582,719,287,779,344,2085,114,840,250,476,561,263196,30 (251),30,251,35 (287),35,35 (287),35,35 (287),35,35 (287),35,4,East,Canada East,20,24,0,0,Out,0
582,82,25.0,Wade Whitton,http://games.crossfit.com/athlete/840633,1,,583 (4909),4909,15,,200 (304),1104 (343),1645 (115),426 (260),1534 (10:15),16,,CrossFit Elect,,,,,,,,,,,,,583,200,304,1104,343,1645,115,426,260,1534,615,840633,54 (436),54,436,18 (304),18,18 (304),18,18 (304),18,18 (304),18,1,Atlantic,South East,20,26,0,0,Out,0
