Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Finish,Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score,User_ID,Reg_Finish,Reg_Place,Reg_Score,Reg_Wk1_Finish,Reg_Wk1_Place,Reg_Wk2_Finish,Reg_Wk2_Place,Reg_Wk3_Finish,Reg_Wk3_Place,Reg_Wk4_Finish,Reg_Wk4_Place,Regional,Regional_Name,Region_Name,Reg_Cutoff,Reg_Actual,Reg_Auto_Qualify,Reg_Actual_Qualify,Status,Status_Code
33,33,32.0,Ryan Elrod,http://games.crossfit.com/athlete/258584,1,66.0,34 (539),539,15,166.0,51 (320),269 (423),36 (137),109 (275),74 (08:31),16,The eX Men,CrossFit eXalted,,,,,,,,,,,,,34,51,320,269,423,36,137,109,275,74,511,258584,4 (62),4,62,7 (320),7,7 (320),7,7 (320),7,7 (320),7,1,Atlantic,South East,20,26,1,1,Accepted,1
34,34,24.0,Josh Littauer,http://games.crossfit.com/athlete/104553,1,68.0,35 (540),540,14,190.0,115 (312),122 (426),140 (129),125 (274),38 (08:16),16,Premier CrossFit Tyler,Premier CrossFit,127.0,507.0,81.0,1009.0,,63.0,1283.0,340.0,305.0,500.0,485.0,56.0,35,115,312,122,426,140,129,125,274,38,496,104553,3 (37),3,37,10 (312),10,10 (312),10,10 (312),10,10 (312),10,7,South,South Central,20,25,1,1,Accepted,1
35,35,26.0,Jonathan Gibson,http://games.crossfit.com/athlete/105058,1,74.0,36 (551),551,5,225.0,115 (312),73 (427),70 (131),54 (282),239 (08:58),16,,CrossFit Dark Star,137.0,,104.0,,,,,330.0,260.0,565.0,440.0,,36,115,312,73,427,70,131,54,282,239,538,105058,2 (10),2,10,2 (312),2,2 (312),2,2 (312),2,2 (312),2,8,West,Canada West,20,23,1,1,Accepted,1
36,36,24.0,Zachary Moran,http://games.crossfit.com/athlete/485312,1,69.0,37 (554),554,11,189.0,9 (336),306 (423),46 (135),155 (271),38 (08:16),16,,Columbia CrossFit,126.0,,78.0,,,,1350.0,335.0,275.0,525.0,425.0,74.0,37,9,336,306,423,46,135,155,271,38,496,485312,6 (63),6,63,1 (336),1,1 (336),1,1 (336),1,1 (336),1,4,East,North East,20,20,1,1,Accepted,1
37,37,26.0,Paul Castillo,http://games.crossfit.com/athlete/571999,1,71.0,38 (557),557,6,200.0,21 (325),207 (424),266 (127),11 (297),52 (08:23),16,GCCF,Glass City CrossFit,138.0,468.0,108.0,,,,1260.0,325.0,255.0,500.0,445.0,,38,21,325,207,424,266,127,11,297,52,503,571999,4 (54),4,54,2 (325),2,2 (325),2,2 (325),2,2 (325),2,3,Central,Central East,20,27,1,1,Accepted,1
38,38,20.0,Samuel Kwant,http://games.crossfit.com/athlete/74320,1,70.0,38 (557),557,13,195.0,82 (316),45 (428),308 (127),23 (292),99 (08:37),16,Team MBCF,Mt. Baker CrossFit,129.0,,107.0,,,,1085.0,325.0,275.0,465.0,430.0,74.0,38,82,316,45,428,308,127,23,292,99,517,74320,1 (21),1,21,5 (316),5,5 (316),5,5 (316),5,5 (316),5,8,West,North West,20,25,1,1,Accepted,1
39,39,26.0,Luke Fiso,http://games.crossfit.com/athlete/221436,1,69.29,40 (558),558,3,189.0,51 (320),137 (425),137 (129),112 (275),121 (08:41),16,Team Instinct,Thorndon CrossFit,147.0,543.0,101.0,,,53.0,,315.26,275.58,485.02,418.88,52.0,40,51,320,137,425,137,129,112,275,121,521,221436,3 (36),3,36,3 (320),3,3 (320),3,3 (320),3,3 (320),3,6,Pacific,Australia,30,31,1,1,Accepted,1
40,40,24.0,Adam Davidson,http://games.crossfit.com/athlete/70335,1,70.0,41 (559),559,5,195.0,115 (312),39 (429),121 (129),195 (268),89 (08:35),16,CrossFit Vic City,CrossFit Vic City,120.0,,,,,3033.0,1064.0,370.0,285.0,605.0,505.0,,41,115,312,39,429,121,129,195,268,89,515,70335,3 (13),3,13,2 (312),2,2 (312),2,2 (312),2,2 (312),2,8,West,Canada West,20,23,1,1,Accepted,1
41,41,23.0,Adrian Mundwiler,http://games.crossfit.com/athlete/698182,1,67.72,42 (561),561,7,182.98,60 (319),153 (425),45 (135),254 (265),49 (08:21),16,,C23 CrossFit,,,,,,,,,,,,,42,60,319,153,425,45,135,254,265,49,501,698182,5 (73),5,73,13 (319),13,13 (319),13,13 (319),13,13 (319),13,5,Meridian,Europe,30,32,1,1,Accepted,1
42,42,21.0,Hinrik Ingi Óskarsson,http://games.crossfit.com/athlete/81825,1,72.44,43 (563),563,7,200.0,89 (315),196 (424),44 (135),141 (272),93 (08:36),16,CrossFit Reykjavik,Reebok CrossFit Reykjavík,,,,,,,,332.9,279.99,513.68,429.9,,43,89,315,196,424,44,135,141,272,93,516,81825,5 (73),5,73,19 (315),19,19 (315),19,19 (315),19,19 (315),19,5,Meridian,Europe,30,32,1,1,Accepted,1
43,43,29.0,Austin Malleolo,http://games.crossfit.com/athlete/10169,1,65.0,44 (574),574,11,178.0,261 (300),135 (425),154 (128),4 (314),20 (08:06),16,Reebok CrossFit ONE,Reebok CrossFit One,131.0,416.0,107.0,845.0,470.0,59.0,1221.0,325.0,255.0,570.0,420.0,65.0,44,261,300,135,425,154,128,4,314,20,486,10169,7 (66),7,66,31 (300),31,31 (300),31,31 (300),31,31 (300),31,4,East,North East,20,20,1,1,Accepted,1
44,44,21.0,Jonne Koski,http://games.crossfit.com/athlete/173837,1,68.11,45 (576),576,7,185.0,4 (349),44 (428),76 (130),353 (262),99 (08:37),16,,,,,,,,,,,,,,,45,4,349,44,428,76,130,353,262,99,517,173837,7 (76),7,76,1 (349),1,1 (349),1,1 (349),1,1 (349),1,5,Meridian,Europe,30,32,1,1,Accepted,1
45,45,24.0,Logan Collins,http://games.crossfit.com/athlete/123764,1,67.0,45 (576),576,14,167.0,96 (314),28 (430),133 (129),127 (274),192 (08:52),16,Rejoice,CrossFit Rejoice,129.0,,100.0,,,,,325.0,265.0,500.0,435.0,,45,96,314,28,430,133,129,127,274,192,532,123764,5 (41),5,41,6 (314),6,6 (314),6,6 (314),6,6 (314),6,7,South,South Central,20,25,1,1,Accepted,1
46,46,26.0,Tim Paulson,http://games.crossfit.com/athlete/20698,1,73.0,47 (577),577,11,215.0,189 (305),84 (427),107 (129),24 (292),173 (08:50),16,CrossFit Pallas,CrossFit Pallas,135.0,418.0,75.0,,466.0,61.0,1272.0,358.0,290.0,500.0,465.0,55.0,47,189,305,84,427,107,129,24,292,173,530,20698,8 (69),8,69,22 (305),22,22 (305),22,22 (305),22,22 (305),22,4,East,North East,20,20,1,1,Accepted,1
47,47,26.0,Khan Porter,http://games.crossfit.com/athlete/105874,1,71.65,48 (590),590,3,205.0,60 (319),234 (424),60 (132),63 (280),173 (08:50),16,Who Is Tickle Me Kobi,CrossFit Play,124.0,,70.0,1000.0,468.0,,,352.74,288.81,533.52,418.88,70.0,48,60,319,234,424,60,132,63,280,173,530,105874,4 (47),4,47,4 (319),4,4 (319),4,4 (319),4,4 (319),4,6,Pacific,Australia,30,31,1,1,Accepted,1
48,48,23.0,Nicholas DelGrande,http://games.crossfit.com/athlete/5456,1,67.0,49 (606),606,11,187.0,60 (319),117 (426),276 (127),18 (294),135 (08:43),16,,CrossFit Milford,,,,,0.0,,,365.0,300.0,555.0,475.0,0.0,49,60,319,117,426,276,127,18,294,135,523,5456,5 (61),5,61,4 (319),4,4 (319),4,4 (319),4,4 (319),4,4,East,North East,20,20,1,1,Accepted,1
49,49,26.0,Alex Anderson,http://games.crossfit.com/athlete/5013,1,70.0,50 (632),632,6,210.0,115 (312),20 (430),77 (130),316 (263),104 (08:38),16,,CrossFit Ktown,,,,,,,,,,,,,50,115,312,20,430,77,130,316,263,104,518,5013,5 (58),5,58,9 (312),9,9 (312),9,9 (312),9,9 (312),9,3,Central,Central East,20,27,1,1,Accepted,1
50,50,23.0,Mitchel Stevenson,http://games.crossfit.com/athlete/323300,1,69.0,51 (642),642,13,185.0,231 (302),204 (424),87 (130),111 (275),9 (07:52),16,Newberg CrossFit Rebuilt,Newberg CrossFit Rebuilt,,,,,,,,,,,,,51,231,302,204,424,87,130,111,275,9,472,323300,2 (28),2,28,10 (302),10,10 (302),10,10 (302),10,10 (302),10,8,West,North West,20,25,1,1,Accepted,1
51,51,25.0,Lukas Högberg,http://games.crossfit.com/athlete/24309,1,72.05,52 (682),682,7,207.0,82 (316),74 (427),422 (124),20 (293),84 (08:34),16,CrossFit Solid,CrossFit Solid,,,,,0.0,,,315.26,253.53,485.02,403.45,0.0,52,82,316,74,427,422,124,20,293,84,514,24309,9 (88),9,88,17 (316),17,17 (316),17,17 (316),17,17 (316),17,5,Meridian,Europe,30,32,1,1,Accepted,1
52,52,24.0,Casper Gammelmark,http://games.crossfit.com/athlete/230757,1,73.62,52 (682),682,7,189.0,200 (304),150 (425),23 (139),201 (268),108 (08:39),16,Fabrikken CrossFit,Fabrikken CrossFit (Slagelse),,,,,,,,,,,,,52,200,304,150,425,23,139,201,268,108,519,230757,10 (95),10,95,38 (304),38,38 (304),38,38 (304),38,38 (304),38,5,Meridian,Europe,30,32,1,1,Accepted,1
53,53,23.0,Nicolas Leblanc,http://games.crossfit.com/athlete/100299,1,68.0,54 (695),695,4,185.0,340 (298),159 (425),87 (130),82 (277),27 (08:10),16,Lusine CrossFit Taschereau,L'usine CrossFit Taschereau,128.0,,239.0,1059.0,,,1174.0,300.0,245.0,480.0,365.0,,54,340,298,159,425,87,130,82,277,27,490,100299,6 (40),6,40,16 (298),16,16 (298),16,16 (298),16,16 (298),16,4,East,Canada East,20,24,1,1,Accepted,1
54,54,37.0,Nuno Costa,http://games.crossfit.com/athlete/29109,1,69.0,55 (697),697,16,175.0,82 (316),279 (423),38 (136),209 (267),89 (08:35),16,Invictus,CrossFit Invictus,125.0,422.0,104.0,,426.0,47.0,1075.0,315.0,230.0,495.0,433.0,70.0,55,82,316,279,423,38,136,209,267,89,515,29109,4 (41),4,41,4 (316),4,4 (316),4,4 (316),4,4 (316),4,2,California,SoCal,20,24,1,1,Accepted,1
55,55,28.0,Steven Fawcett,http://games.crossfit.com/athlete/2559,1,68.11,56 (706),706,7,180.0,16 (327),191 (424),115 (129),184 (269),200 (08:53),16,CrossFit JST,CrossFit JST,131.0,410.0,100.0,,0.0,,1140.0,343.92,264.55,445.33,440.92,65.0,56,16,327,191,424,115,129,184,269,200,533,2559,8 (84),8,84,4 (327),4,4 (327),4,4 (327),4,4 (327),4,5,Meridian,Europe,30,32,1,1,Accepted,1
56,56,24.0,Sean Sweeney,http://games.crossfit.com/athlete/134617,1,69.0,57 (708),708,17,195.0,115 (312),146 (425),294 (127),26 (291),127 (08:42),16,Powerstroke BuB,CrossFit Powerstroke,139.0,398.0,88.0,,,,,341.0,265.0,530.0,430.0,,57,115,312,146,425,294,127,26,291,127,522,134617,1 (15),1,15,1 (312),1,1 (312),1,1 (312),1,1 (312),1,7,South,South West,20,24,1,1,Accepted,1
57,57,23.0,Lukas Esslinger,http://games.crossfit.com/athlete/2766,1,71.26,58 (720),720,7,200.0,170 (308),347 (423),26 (138),50 (283),127 (08:42),16,CrossFit Kreis 9,CrossFit Kreis 9,,,,,0.0,,,1.0,1.0,1.0,1.0,0.0,58,170,308,347,423,26,138,50,283,127,522,2766,12 (102),12,102,32 (308),32,32 (308),32,32 (308),32,32 (308),32,5,Meridian,Europe,30,32,1,1,Accepted,1
58,58,25.0,James Newbury,http://games.crossfit.com/athlete/16080,1,69.69,59 (741),741,3,191.8,189 (305),43 (428),357 (126),17 (294),135 (08:43),16,Mode Nation,CrossFit Mode,128.0,419.0,86.0,,369.0,53.0,1124.0,319.67,264.55,533.52,440.92,85.0,59,189,305,43,428,357,126,17,294,135,523,16080,5 (49),5,49,10 (305),10,10 (305),10,10 (305),10,10 (305),10,6,Pacific,Australia,30,31,1,1,Accepted,1
59,59,26.0,Bartlomiej Lipka,http://games.crossfit.com/athlete/179080,1,69.69,60 (749),749,7,183.0,76 (317),358 (423),244 (127),6 (307),65 (08:29),16,CrossFit R99 Family,CrossFit R99,163.0,,96.0,,0.0,57.0,1230.0,330.0,260.0,555.0,445.0,45.0,60,76,317,358,423,244,127,6,307,65,509,179080,10 (95),10,95,14 (317),14,14 (317),14,14 (317),14,14 (317),14,5,Meridian,Europe,30,32,1,1,Accepted,1
60,60,25.0,Cody Keathley,http://games.crossfit.com/athlete/11845,1,66.0,61 (750),750,6,171.0,103 (313),128 (425),337 (126),78 (278),104 (08:38),16,CrossFit Utility,CrossFit Utility,157.0,497.0,125.0,1078.0,360.0,65.0,1197.0,0.0,0.0,0.0,0.0,64.0,61,103,313,128,425,337,126,78,278,104,518,11845,6 (61),6,61,8 (313),8,8 (313),8,8 (313),8,8 (313),8,3,Central,Central East,20,27,1,1,Accepted,1
61,61,24.0,Mark Oliver,http://games.crossfit.com/athlete/775105,1,67.0,62 (761),761,15,175.0,200 (304),292 (423),77 (130),165 (270),27 (08:10),16,CrossFit Ybor,CrossFit Ybor,,,,,,,,,,,,,62,200,304,292,423,77,130,165,270,27,490,775105,5 (78),5,78,18 (304),18,18 (304),18,18 (304),18,18 (304),18,1,Atlantic,South East,20,26,1,1,Accepted,1
62,62,27.0,Andrew Kuechler,http://games.crossfit.com/athlete/499296,1,68.0,63 (763),763,10,180.0,6 (344),126 (425),576 (122),3 (314),52 (08:23),16,Cobra 1,Cobra Command CrossFit,126.0,,,,,,1155.0,335.0,255.0,550.0,515.0,,63,6,344,126,425,576,122,3,314,52,503,499296,5 (91),5,91,3 (344),3,3 (344),3,3 (344),3,3 (344),3,3,Central,North Central,20,21,1,1,Accepted,1
63,63,30.0,Tyler Armstrong,http://games.crossfit.com/athlete/117704,1,69.0,64 (768),768,11,195.0,66 (318),274 (423),131 (129),193 (268),104 (08:38),16,Champlain Valley CrossFit,Champlain Valley CrossFit,156.0,,,,411.0,,,315.0,240.0,475.0,435.0,,64,66,318,274,423,131,129,193,268,104,518,117704,9 (82),9,82,5 (318),5,5 (318),5,5 (318),5,5 (318),5,4,East,North East,20,20,1,1,Accepted,1
64,64,25.0,Ben Smith,http://games.crossfit.com/athlete/43761,1,71.0,65 (795),795,9,195.0,115 (312),1 (430),316 (127),49 (283),314 (09:06),16,,CrossFit Krypton,145.0,439.0,111.0,977.0,520.0,58.0,1220.0,335.0,300.0,540.0,480.0,76.0,65,115,312,1,430,316,127,49,283,314,546,43761,2 (49),2,49,9 (312),9,9 (312),9,9 (312),9,9 (312),9,1,Atlantic,Mid Atlantic,20,22,1,1,Accepted,1
65,65,22.0,Maxime Roy De Sylva,http://games.crossfit.com/athlete/38681,1,67.0,66 (800),800,4,165.0,76 (317),188 (424),328 (126),197 (268),11 (07:56),16,TEAM CrossFit ADM,CrossFit Adm,,,,,,,,,,,,,66,76,317,188,424,328,126,197,268,11,476,38681,7 (51),7,51,6 (317),6,6 (317),6,6 (317),6,6 (317),6,4,East,Canada East,20,24,1,1,Accepted,1
66,66,31.0,Jason Smith,http://games.crossfit.com/athlete/120333,1,72.83,66 (800),800,1,195.0,366 (297),48 (428),87 (130),83 (277),216 (08:55),16,CrossFit Kyalami,CrossFit Kyalami,149.0,,80.0,1293.0,436.0,65.0,1170.0,345.0,295.0,550.0,450.0,45.0,66,366,297,48,428,87,130,83,277,216,535,120333,1 (19),1,19,8 (297),8,8 (297),8,8 (297),8,8 (297),8,5,Meridian,Africa,10,11,1,1,Accepted,1
67,67,28.0,Eric Carmody,http://games.crossfit.com/athlete/28040,1,71.0,68 (807),807,2,195.0,115 (312),144 (425),176 (128),31 (288),341 (09:09),16,Sentinel One,Reebok CrossFit Sentinel,140.0,451.0,110.0,930.0,484.0,,1088.0,340.0,275.0,515.0,500.0,50.0,68,115,312,144,425,176,128,31,288,341,549,28040,1 (16),1,16,3 (312),3,3 (312),3,3 (312),3,3 (312),3,6,Pacific,Asia,10,10,1,1,Accepted,1
68,68,26.0,Sean Fox,http://games.crossfit.com/athlete/97091,1,68.0,69 (833),833,11,180.0,66 (318),293 (423),9 (141),67 (280),398 (09:15),16,,CrossFit Under Pressure,137.0,,102.0,,425.0,51.0,1162.0,305.0,255.0,455.0,395.0,80.0,69,66,318,293,423,9,141,67,280,398,555,97091,10 (96),10,96,5 (318),5,5 (318),5,5 (318),5,5 (318),5,4,East,North East,20,20,1,1,Accepted,1
69,69,26.0,Jason Carroll,http://games.crossfit.com/athlete/501728,1,70.0,70 (852),852,16,185.0,445 (294),136 (425),47 (134),8 (303),216 (08:55),16,LmbrJCKD,LumberYard CrossFit,,,,,,,,315.0,250.0,555.0,440.0,,70,445,294,136,425,47,134,8,303,216,535,501728,7 (56),7,56,26 (294),26,26 (294),26,26 (294),26,26 (294),26,2,California,SoCal,20,24,1,1,Accepted,1
70,70,32.0,Dan Bailey,http://games.crossfit.com/athlete/47661,1,67.0,71 (866),866,16,180.0,189 (305),35 (429),15 (140),448 (259),179 (08:51),16,,,137.0,,,,457.0,47.0,1140.0,305.0,265.0,540.0,405.0,0.0,71,189,305,35,429,15,140,448,259,179,531,47661,5 (50),5,50,10 (305),10,10 (305),10,10 (305),10,10 (305),10,2,California,SoCal,20,24,1,1,Accepted,1
71,71,24.0,Allan Dunlap,http://games.crossfit.com/athlete/119182,1,67.0,72 (869),869,13,178.0,507 (292),67 (427),112 (129),175 (269),8 (07:50),16,CrossFit Fort Vancouver,CrossFit Fort Vancouver,,,,,,,,,,,,,72,507,292,67,427,112,129,175,269,8,470,119182,3 (33),3,33,18 (292),18,18 (292),18,18 (292),18,18 (292),18,8,West,North West,20,25,1,1,Accepted,1
72,72,25.0,Jonas Mueller,http://games.crossfit.com/athlete/22729,1,66.54,73 (875),875,7,171.96,115 (312),280 (423),14 (140),459 (259),7 (07:44),16,Team Turicum,CrossFit Turicum,129.0,415.0,80.0,858.0,442.0,55.0,1050.0,319.67,253.53,507.06,418.88,71.0,73,115,312,280,423,14,140,459,259,7,464,22729,13 (118),13,118,22 (312),22,22 (312),22,22 (312),22,22 (312),22,5,Meridian,Europe,30,32,1,1,Accepted,1
73,73,24.0,Joshua Pollema,http://games.crossfit.com/athlete/237406,1,69.0,74 (894),894,16,170.0,165 (309),271 (423),41 (136),124 (274),293 (09:03),16,Kinnick,CrossFit Kinnick,144.0,,98.0,,,54.0,,285.0,230.0,485.0,395.0,,74,165,309,271,423,41,136,124,274,293,543,237406,6 (53),6,53,7 (309),7,7 (309),7,7 (309),7,7 (309),7,2,California,SoCal,20,24,1,1,Accepted,1
74,74,22.0,Jacob Anderson,http://games.crossfit.com/athlete/155824,1,68.0,75 (904),904,15,190.0,231 (302),175 (425),139 (129),66 (280),293 (09:03),16,CrossFit Boro,CrossFit Boro,,,,,,,,385.0,315.0,545.0,,,75,231,302,175,425,139,129,66,280,293,543,155824,6 (83),6,83,23 (302),23,23 (302),23,23 (302),23,23 (302),23,1,Atlantic,South East,20,26,1,1,Accepted,1
75,75,21.0,Craig Williams,http://games.crossfit.com/athlete/20093,1,69.0,76 (906),906,9,179.0,115 (312),14 (430),170 (128),345 (262),262 (09:00),16,CrossFit Balance,CrossFit Balance,129.0,424.0,75.0,,455.0,60.0,1177.0,315.0,265.0,535.0,435.0,,76,115,312,14,430,170,128,345,262,262,540,20093,3 (53),3,53,9 (312),9,9 (312),9,9 (312),9,9 (312),9,1,Atlantic,Mid Atlantic,20,22,1,1,Accepted,1
76,76,31.0,Marcus Filly,http://games.crossfit.com/athlete/13913,1,70.0,77 (912),912,12,192.0,66 (318),79 (427),592 (122),118 (275),57 (08:25),16,TJs Gym Mill Valley,CrossFit Mill Valley,130.0,420.0,69.0,974.0,,59.0,,355.0,275.0,485.0,455.0,63.0,77,66,318,79,427,592,122,118,275,57,505,13913,2 (44),2,44,1 (318),1,1 (318),1,1 (318),1,1 (318),1,2,California,NorCal,20,28,1,1,Accepted,1
77,77,19.0,Saxon Panchik,http://games.crossfit.com/athlete/310970,1,69.0,78 (927),927,6,175.0,115 (312),150 (425),77 (130),244 (266),341 (09:09),16,CrossFit Mentality,CrossFit Mentality,137.0,438.0,93.0,,0.0,52.0,1152.0,325.0,255.0,450.0,415.0,62.0,78,115,312,150,425,77,130,244,266,341,549,310970,9 (81),9,81,9 (312),9,9 (312),9,9 (312),9,9 (312),9,3,Central,Central East,20,27,1,1,Accepted,1
78,78,27.0,Ruan Duvenage,http://games.crossfit.com/athlete/214252,1,68.9,79 (928),928,1,202.83,161 (310),41 (429),294 (127),200 (268),232 (08:57),16,,CrossFit BrackenGate,133.0,419.0,82.0,,440.0,60.0,,363.76,286.6,529.11,485.02,60.0,79,161,310,41,429,294,127,200,268,232,537,214252,2 (29),2,29,5 (310),5,5 (310),5,5 (310),5,5 (310),5,5,Meridian,Africa,10,11,1,1,Accepted,1
79,79,26.0,Joseph Vachon,http://games.crossfit.com/athlete/143331,1,69.0,80 (931),931,11,180.0,221 (303),129 (425),361 (126),185 (269),35 (08:15),16,EverProven CrossFit,Everproven CrossFit,153.0,,,,444.0,,1335.0,315.0,255.0,475.0,405.0,55.0,80,221,303,129,425,361,126,185,269,35,495,143331,11 (101),11,101,24 (303),24,24 (303),24,24 (303),24,24 (303),24,4,East,North East,20,20,1,1,Accepted,1
80,80,29.0,Bryan Wong,http://games.crossfit.com/athlete/420503,1,69.0,81 (939),939,6,198.0,633 (289),102 (426),28 (138),102 (275),74 (08:31),16,Haymaker,CrossFit Haymaker,129.0,563.0,96.0,,,,,,,,,,81,633,289,102,426,28,138,102,275,74,511,420503,7 (76),7,76,43 (289),43,43 (289),43,43 (289),43,43 (289),43,3,Central,Central East,20,27,1,1,Accepted,1
81,81,28.0,Mark Hutchinson,http://games.crossfit.com/athlete/402035,1,72.0,82 (945),945,15,206.0,76 (317),166 (425),266 (127),71 (279),366 (09:12),16,Team Forging The Warrior,CrossFit Dominus,141.0,,,,429.0,49.0,,340.0,280.0,520.0,425.0,83.0,82,76,317,166,425,266,127,71,279,366,552,402035,8 (88),8,88,11 (317),11,11 (317),11,11 (317),11,11 (317),11,1,Atlantic,South East,20,26,1,1,Team,2
82,82,27.0,Taylor Domengeaux,http://games.crossfit.com/athlete/14599,1,68.0,83 (967),967,14,185.0,103 (313),351 (423),205 (127),135 (273),173 (08:50),16,,,125.0,437.0,82.0,,0.0,,1159.0,320.0,260.0,500.0,425.0,66.0,83,103,313,351,423,205,127,135,273,173,530,14599,6 (71),6,71,9 (313),9,9 (313),9,9 (313),9,9 (313),9,7,South,South Central,20,25,1,1,Accepted,1
83,83,29.0,Ryan Fischer,http://games.crossfit.com/athlete/6190,1,65.0,84 (973),973,16,170.0,21 (325),189 (424),127 (129),343 (262),293 (09:03),16,CrossFit Chalk,CrossFit Chalk,117.0,405.0,65.0,,511.0,53.0,1065.0,315.0,280.0,585.0,515.0,80.0,84,21,325,189,424,127,129,343,262,293,543,6190,8 (60),8,60,2 (325),2,2 (325),2,2 (325),2,2 (325),2,2,California,SoCal,20,24,1,1,Accepted,1
84,84,25.0,Sigurður Hafsteinn Jónsson,http://games.crossfit.com/athlete/96791,1,68.9,85 (977),977,7,198.42,82 (316),50 (428),407 (125),199 (268),239 (08:58),16,CFXY,CrossFit XY,137.0,,94.0,,423.0,,,337.31,275.58,529.11,473.99,,85,82,316,50,428,407,125,199,268,239,538,96791,14 (125),14,125,17 (316),17,17 (316),17,17 (316),17,17 (316),17,5,Meridian,Europe,30,32,1,1,Accepted,1
85,85,23.0,Trevor James,http://games.crossfit.com/athlete/588463,1,74.0,86 (980),980,11,223.0,115 (312),65 (428),509 (123),83 (277),208 (08:54),16,CrossFit Milford Black,CrossFit Milford,146.0,,,,,64.0,1440.0,365.0,300.0,550.0,485.0,50.0,86,115,312,65,428,509,123,83,277,208,534,588463,12 (108),12,108,10 (312),10,10 (312),10,10 (312),10,10 (312),10,4,East,North East,20,20,1,1,Accepted,1
86,86,23.0,Kirk Gibson,http://games.crossfit.com/athlete/7088,1,69.0,87 (987),987,15,185.0,66 (318),325 (423),254 (127),41 (284),301 (09:04),16,,Smashletics CrossFit,138.0,435.0,66.0,1179.0,425.0,55.0,1260.0,355.0,295.0,520.0,455.0,100.0,87,66,318,325,423,254,127,41,284,301,544,7088,7 (87),7,87,9 (318),9,9 (318),9,9 (318),9,9 (318),9,1,Atlantic,South East,20,26,1,1,Accepted,1
87,87,29.0,James Hobart,http://games.crossfit.com/athlete/4945,1,68.0,88 (989),989,6,185.0,285 (299),27 (430),472 (124),70 (279),135 (08:43),16,CrossFit Mayhem Freedom,CrossFit Mayhem,138.0,475.0,97.0,975.0,432.0,,,325.0,260.0,485.0,405.0,60.0,88,285,299,27,430,472,124,70,279,135,523,4945,8 (78),8,78,22 (299),22,22 (299),22,22 (299),22,22 (299),22,3,Central,Central East,20,27,1,1,Team,2
88,88,26.0,Dominick Maurici,http://games.crossfit.com/athlete/11446,1,67.0,89 (990),990,15,180.0,476 (293),25 (430),165 (128),171 (270),153 (08:46),16,Caution CrossFit,Caution CrossFit,124.0,458.0,77.0,1039.0,483.0,62.0,1187.0,335.0,260.0,545.0,475.0,76.0,89,476,293,25,430,165,128,171,270,153,526,11446,9 (96),9,96,42 (293),42,42 (293),42,42 (293),42,42 (293),42,1,Atlantic,South East,20,26,1,1,Accepted,1
89,89,23.0,Joe Piersanti,http://games.crossfit.com/athlete/251459,1,68.0,89 (990),990,10,189.0,546 (291),101 (426),159 (128),100 (275),84 (08:34),16,OC3 Black,CrossFit OC3,168.0,486.0,143.0,,387.0,,1280.0,350.0,270.0,545.0,500.0,,89,546,291,101,426,159,128,100,275,84,514,251459,8 (106),8,106,58 (291),58,58 (291),58,58 (291),58,58 (291),58,3,Central,North Central,20,21,1,1,Team,2
90,90,27.0,Bobby Noyce,http://games.crossfit.com/athlete/8385,1,73.0,91 (1003),1003,10,209.0,21 (325),321 (423),51 (134),96 (276),514 (09:24),16,CrossFit 515,CrossFit 515,128.0,390.0,85.0,776.0,503.0,56.0,1066.0,330.0,270.0,575.0,415.0,89.0,91,21,325,321,423,51,134,96,276,514,564,8385,6 (100),6,100,5 (325),5,5 (325),5,5 (325),5,5 (325),5,3,Central,North Central,20,21,1,1,Accepted,1
91,91,29.0,Henry Lopez,http://games.crossfit.com/athlete/8388,1,64.0,92 (1026),1026,16,165.0,633 (289),106 (426),50 (134),90 (276),147 (08:45),16,Team Invictus Unconquerable,CrossFit Invictus Point Loma,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,92,633,289,106,426,50,134,90,276,147,525,8388,9 (71),9,71,39 (289),39,39 (289),39,39 (289),39,39 (289),39,2,California,SoCal,20,24,1,1,Accepted,1
92,92,24.0,Dylan Martin,http://games.crossfit.com/athlete/243026,1,69.0,93 (1043),1043,10,190.0,221 (303),284 (423),234 (127),72 (279),232 (08:57),16,,CrossFit The Challenge,130.0,,,,423.0,,,320.0,255.0,470.0,455.0,60.0,93,221,303,284,423,234,127,72,279,232,537,243026,7 (102),7,102,22 (303),22,22 (303),22,22 (303),22,22 (303),22,3,Central,North Central,20,21,1,1,Accepted,1
