Unnamed: 0,Age,Athlete,Athlete_URL,Finish,Gender,Height,Region,User_ID,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Score,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score
1216,27,Joanne McGurk,http://games.crossfit.com/athlete/584999,1117 (7721),0,,0,584999,,1980 (235),1597 (339),300 (114),2777 (202),1067 (10:37),16,,CrossFit BSK,,,,,,,,,,,,,1117,7721,1980,235,1597,339,300,114,2777,202,1067,637
1217,33,Nikki Eckebrecht,http://games.crossfit.com/athlete/39339,1118 (7731),0,66.0,0,39339,165.0,2988 (223),569 (345),2171 (90),434 (242),1569 (11:00),16,Outlaw North,Outlaw CrossFit North,,,,,,,,,,340.0,280.0,,1118,7731,2988,223,569,345,2171,90,434,242,1569,660
1218,34,Madelyn Curley,http://games.crossfit.com/athlete/15603,1119 (7734),0,64.0,0,15603,117.0,262 (279),3255 (259),468 (110),658 (235),3091 (11:51),16,Valley CrossFit,Valley CrossFit,191.0,511.0,216.0,1036.0,366,85.0,1525.0,165.0,150.0,265.0,200.0,45,1119,7734,262,279,3255,259,468,110,658,235,3091,711
1219,27,Sophie Rees,http://games.crossfit.com/athlete/618386,1120 (7745),0,62.2,0,618386,128.0,1095 (250),648 (344),982 (102),2014 (208),3006 (11:49),16,Esprit de Corps CrossFit,Esprit de Corps CrossFit,,,,,,,,176.37,143.3,282.19,216.05,,1120,7745,1095,250,648,344,982,102,2014,208,3006,709
1220,40,Stefania Cazzaniga,http://games.crossfit.com/athlete/27479,1121 (7763),0,,0,27479,139.0,2324 (232),1481 (340),1794 (93),994 (222),1170 (10:43),16,,CrossFit V-One,,,,,,,,0.0,0.0,0.0,0.0,0,1121,7763,2324,232,1481,340,1794,93,994,222,1170,643
1221,38,Carolina Gutierrez,http://games.crossfit.com/athlete/244044,1122 (7770),0,64.17,0,244044,154.32,1706 (239),2485 (262),618 (106),2329 (205),632 (10:08),16,SA Giants,CrossFit Esteio,,,,,,,,198.42,152.12,319.67,264.55,,1122,7770,1706,239,2485,262,618,106,2329,205,632,608
1222,32,Megan Taylor,http://games.crossfit.com/athlete/208344,1123 (7773),0,65.0,0,208344,145.0,380 (273),2939 (260),687 (104),2111 (207),1656 (11:04),16,CrossFit Interbay,CrossFit Interbay,218.0,512.0,111.0,1359.0,365,85.0,1524.0,195.0,155.0,325.0,245.0,30,1123,7773,380,273,2939,260,687,104,2111,207,1656,664
1223,29,Samantha Gilham,http://games.crossfit.com/athlete/98645,1124 (7778),0,62.0,0,98645,130.0,1600 (241),627 (344),3317 (87),1613 (212),621 (10:07),16,Ocean CrossFit,Ocean CrossFit,264.0,,204.0,,299,,,175.0,130.0,290.0,260.0,20,1124,7778,1600,241,627,344,3317,87,1613,212,621,607
1224,28,Bao-An Nguyen,http://games.crossfit.com/athlete/101742,1125 (7781),0,65.0,0,101742,140.0,3157 (221),560 (345),1368 (99),488 (240),2208 (11:25),16,Brick Nation,Brick CrossFit,210.0,544.0,121.0,,,,1356.0,195.0,165.0,305.0,265.0,0,1125,7781,3157,221,560,345,1368,99,488,240,2208,685
1225,36,LeslieRae Newton,http://games.crossfit.com/athlete/258263,1126 (7783),0,69.0,0,258263,151.0,2054 (234),1466 (340),2010 (91),280 (249),1973 (11:17),16,CROSSFIT TIER 1,CrossFit Tier1,,,,,,,,175.0,135.0,315.0,245.0,,1126,7783,2054,234,1466,340,2010,91,280,249,1973,677
1226,32,Jessica Pamanian,http://games.crossfit.com/athlete/200222,1127 (7792),0,64.0,0,200222,137.0,1531 (242),745 (344),707 (104),329 (247),4480 (12:25),16,CrossFit Virtuosity,CrossFit Virtuosity,,,,,,,,0.0,0.0,0.0,0.0,0,1127,7792,1531,242,745,344,707,104,329,247,4480,745
1227,24,Nadia Yangui,http://games.crossfit.com/athlete/232388,1128 (7798),0,64.0,0,232388,138.0,1706 (239),1938 (339),707 (104),1791 (210),1656 (11:04),16,Above All Animals,CrossFit Above All,,,,,,,,210.0,175.0,355.0,300.0,,1128,7798,1706,239,1938,339,707,104,1791,210,1656,664
1228,21,Feeroozeh Saghafi,http://games.crossfit.com/athlete/252691,1129 (7801),0,62.0,0,252691,135.0,1005 (252),2310 (262),1680 (95),2770 (202),36 (08:36),16,CrossFit Mentality,CrossFit Mentality,146.0,,,,332,80.0,1530.0,175.0,135.0,305.0,250.0,,1129,7801,1005,252,2310,262,1680,95,2770,202,36,516
1229,34,Laurie Galassi,http://games.crossfit.com/athlete/42123,1130 (7812),0,64.0,0,42123,127.0,1864 (237),1601 (339),647 (105),1464 (214),2236 (11:26),16,CrossFit Santa Cruz,CrossFit Santa Cruz,161.0,494.0,201.0,993.0,409,90.0,1350.0,173.0,136.0,255.0,215.0,62,1130,7812,1864,237,1601,339,647,105,1464,214,2236,686
1230,28,Emily zur Linden,http://games.crossfit.com/athlete/242159,1131 (7824),0,62.0,0,242159,139.0,1423 (244),2406 (262),818 (103),1707 (211),1470 (10:56),16,CrossFit Waterloo,CrossFit Waterloo,251.0,,,,,,,175.0,115.0,300.0,285.0,,1131,7824,1423,244,2406,262,818,103,1707,211,1470,656
1231,22,Leonie Henrich,http://games.crossfit.com/athlete/248235,1132 (7826),0,67.32,0,248235,154.0,934 (255),816 (343),1445 (98),1591 (212),3040 (11:50),16,,CrossFit Punt Uit,,,,,,,,209.44,176.37,330.69,253.53,,1132,7826,934,255,816,343,1445,98,1591,212,3040,710
1232,35,Jeanni Blankenbaker,http://games.crossfit.com/athlete/481908,1133 (7830),0,60.0,0,481908,140.0,1864 (237),1012 (342),915 (102),1775 (210),2264 (11:27),16,CF Dūrātus,CrossFit Duratus,221.0,,,,,,,185.0,136.69,352.74,297.62,,1133,7830,1864,237,1012,342,915,102,1775,210,2264,687
1233,25,Jessica Bondy,http://games.crossfit.com/athlete/583384,1134 (7832),0,66.0,0,583384,135.0,2429 (230),585 (345),1276 (101),2092 (207),1450 (10:55),16,Windsor Crossfit,Windsor CrossFit,,,,,,,,,,,,,1134,7832,2429,230,585,345,1276,101,2092,207,1450,655
1234,35,Breanne Feudale,http://games.crossfit.com/athlete/2564,1135 (7837),0,60.0,0,2564,126.0,556 (267),1285 (340),3221 (88),1993 (208),782 (10:20),16,TAG,HomeGrown CrossFit,235.0,495.0,245.0,1113.0,324,,1316.0,158.0,120.0,290.0,213.0,39,1135,7837,556,267,1285,340,3221,88,1993,208,782,620
1235,26,Kristen Rice,http://games.crossfit.com/athlete/258969,1136 (7838),0,,0,258969,155.0,1706 (239),1056 (342),584 (107),3166 (200),1326 (10:50),16,Ex Nihilo,CrossFit Ex Nihilo,,,141.0,,,,,215.0,155.0,,315.0,,1136,7838,1706,239,1056,342,584,107,3166,200,1326,650
1236,28,Quinn Megargel,http://games.crossfit.com/athlete/7229,1137 (7840),0,66.0,0,7229,168.0,1655 (240),329 (423),1908 (92),3097 (200),851 (10:24),16,CrossFit Bear,CrossFit Bear,,,118.0,1274.0,0,,,0.0,0.0,0.0,0.0,0,1137,7840,1655,240,329,423,1908,92,3097,200,851,624
1237,22,Mary Womack,http://games.crossfit.com/athlete/437462,1138 (7847),0,64.0,0,437462,135.0,1655 (240),1466 (340),1057 (101),901 (227),2768 (11:43),16,CrossFit Big D,CrossFit Big D,,,,,,,,192.0,142.0,255.0,225.0,,1138,7847,1655,240,1466,340,1057,101,901,227,2768,703
1238,22,Alexis Perri,http://games.crossfit.com/athlete/281468,1139 (7849),0,60.0,0,281468,140.0,775 (260),1039 (342),2990 (88),2965 (201),80 (08:56),16,CrossFit 203,CrossFit 203,,,110.0,,,,,195.0,150.0,315.0,255.0,,1139,7849,775,260,1039,342,2990,88,2965,201,80,536
1239,32,Katie Nadorozny,http://games.crossfit.com/athlete/17116,1140 (7851),0,63.0,0,17116,132.0,1005 (252),1751 (339),2528 (89),930 (225),1637 (11:03),16,Studeo 55,Studeo55 CrossFit,201.0,,119.0,1307.0,,,,185.0,150.0,275.0,255.0,500,1140,7851,1005,252,1751,339,2528,89,930,225,1637,663
1240,29,Allyssa Eramo,http://games.crossfit.com/athlete/373541,1141 (7875),0,,0,373541,,3061 (222),694 (344),1070 (101),1880 (209),1170 (10:43),16,Derby City CrossFit,Derby City CrossFit,,,,,,,,,,,,,1141,7875,3061,222,694,344,1070,101,1880,209,1170,643
1241,42,Nicole Abbott,http://games.crossfit.com/athlete/178647,1142 (7877),0,,0,178647,144.0,2054 (234),1771 (339),1379 (99),549 (238),2124 (11:22),16,Pee Dee Crossfit,Pee Dee CrossFit,,,,,,,,,,,,,1142,7877,2054,234,1771,339,1379,99,549,238,2124,682
1242,26,Tanya Du Toit,http://games.crossfit.com/athlete/315398,1143 (7906),0,62.99,0,315398,130.0,1655 (240),1604 (339),1331 (100),2356 (205),960 (10:31),16,USN CrossFit Eikestad,CrossFit Eikestad,,,163.0,,,,,154.32,,275.58,231.49,,1143,7906,1655,240,1604,339,1331,100,2356,205,960,631
1243,45,Amanda Allen,http://games.crossfit.com/athlete/21087,1144 (7908),0,65.75,0,21087,154.32,1920 (236),806 (343),1715 (94),1403 (214),2064 (11:20),16,,CrossFit Mode,161.0,510.0,92.0,,0,67.0,1125.0,198.42,154.32,352.74,264.55,43,1144,7908,1920,236,806,343,1715,94,1403,214,2064,680
1244,34,Adriane Villanueva,http://games.crossfit.com/athlete/247576,1144 (7908),0,63.0,0,247576,130.0,1471 (243),1583 (339),2046 (91),1983 (208),825 (10:22),16,Northwest CrossFit At Interbay,Northwest CrossFit (NW),,529.0,154.0,,,,,160.0,120.0,270.0,220.0,,1144,7908,1471,243,1583,339,2046,91,1983,208,825,622
1245,35,Tara Maddigan,http://games.crossfit.com/athlete/51994,1146 (7913),0,67.0,0,51994,134.0,2371 (231),1751 (339),873 (103),462 (241),2456 (11:33),16,CrossFit187,CrossFit 187,239.0,507.0,155.0,1322.0,384,71.0,1100.0,175.0,120.0,325.0,255.0,,1146,7913,2371,231,1751,339,873,103,462,241,2456,693
1246,26,Fern Carver,http://games.crossfit.com/athlete/5222,1147 (7927),0,65.35,0,5222,154.32,3061 (222),888 (343),1331 (100),1670 (211),977 (10:32),16,,CrossFit Gold Box,311.0,,129.0,,,70.0,,187.39,143.3,308.65,271.17,25,1147,7927,3061,222,888,343,1331,100,1670,211,977,632
1247,26,Hannah McIntyre-Hill,http://games.crossfit.com/athlete/404394,1148 (7942),0,63.39,0,404394,130.07,683 (263),2187 (263),2046 (91),1370 (215),1656 (11:04),16,,Maia CrossFit,252.0,481.0,,,,,,176.37,136.69,253.53,213.85,41,1148,7942,683,263,2187,263,2046,91,1370,215,1656,664
1248,25,Alexandria Okuniewicz,http://games.crossfit.com/athlete/370208,1149 (7958),0,,0,370208,,1706 (239),1120 (341),2514 (89),2079 (207),539 (10:00),16,Ocean CrossFit,Ocean CrossFit,,,,,,,,,,,,,1149,7958,1706,239,1120,341,2514,89,2079,207,539,600
1249,28,Elise Hoefsmit,http://games.crossfit.com/athlete/522439,1150 (7960),0,63.78,0,522439,145.5,2676 (226),2687 (261),1079 (101),1096 (219),422 (09:51),16,,Unaffiliated,,,,,,,,,,,,,1150,7960,2676,226,2687,261,1079,101,1096,219,422,591
1250,30,Kimmy Trowbridge,http://games.crossfit.com/athlete/3155,1151 (7976),0,60.0,0,3155,115.0,1386 (245),1843 (339),1093 (101),2157 (207),1497 (10:57),16,RSCF,Red Stick CrossFit,177.0,,167.0,,0,,,185.0,135.0,285.0,260.0,40,1151,7976,1386,245,1843,339,1093,101,2157,207,1497,657
1251,26,Nanda Stoltz,http://games.crossfit.com/athlete/226592,1152 (7978),0,66.54,0,226592,147.71,1531 (242),580 (345),1266 (101),841 (228),3760 (12:08),16,City 4051 CrossFit,City 4051 CrossFit,168.0,,96.0,,,,,220.46,171.96,286.6,271.17,,1152,7978,1531,242,580,345,1266,101,841,228,3760,728
1252,27,Kathleen Floyd,http://games.crossfit.com/athlete/107740,1153 (7980),0,67.0,0,107740,145.0,2324 (232),3377 (259),916 (102),588 (237),775 (10:19),16,CrossFit de l'Est,CrossFit de l'est,162.0,,101.0,1091.0,,83.0,1501.0,195.0,160.0,300.0,270.0,50,1153,7980,2324,232,3377,259,916,102,588,237,775,619
1253,23,Jade Young,http://games.crossfit.com/athlete/466921,1154 (7992),0,,0,466921,121.0,1706 (239),758 (343),974 (102),3911 (196),643 (10:09),16,CrossFit Kerosene,CrossFit Kerosene,,,,,,,,,,,,,1154,7992,1706,239,758,343,974,102,3911,196,643,609
1254,29,Vanessa Lara,http://games.crossfit.com/athlete/28123,1155 (8004),0,,0,28123,,3157 (221),530 (345),1466 (98),494 (240),2357 (11:30),16,Pillar CrossFit,Pillar CrossFit,,,,,0,,,0.0,0.0,0.0,0.0,,1155,8004,3157,221,530,345,1466,98,494,240,2357,690
1255,31,Rene Garcia,http://games.crossfit.com/athlete/33912,1156 (8010),0,63.0,0,33912,137.0,1600 (241),520 (345),3175 (88),1890 (209),825 (10:22),16,CrossFit Sweat Shop,CrossFit Sweat Shop,179.0,489.0,163.0,,330,,,175.0,145.0,275.0,255.0,,1156,8010,1600,241,520,345,3175,88,1890,209,825,622
1256,40,April Lowe,http://games.crossfit.com/athlete/22827,1157 (8015),0,67.0,0,22827,150.0,1980 (235),2240 (263),2010 (91),647 (235),1138 (10:41),16,Team Soul,CrossFit Soul Miami,160.0,,,,0,,,205.0,165.0,325.0,255.0,40,1157,8015,1980,235,2240,263,2010,91,647,235,1138,641
1257,38,Allison Carley,http://games.crossfit.com/athlete/566280,1158 (8022),0,66.0,0,566280,125.0,525 (268),1636 (339),1348 (99),1713 (211),2800 (11:44),16,Northwest Iron,Steel Peak CrossFit,,,,,,,,,,,,,1158,8022,525,268,1636,339,1348,99,1713,211,2800,704
1258,25,Heather Hippensteel,http://games.crossfit.com/athlete/63805,1159 (8034),0,64.0,0,63805,139.0,1531 (242),1533 (340),573 (107),558 (238),3839 (12:10),16,Invictus,CrossFit Invictus,,,,,,,,0.0,0.0,0.0,0.0,,1159,8034,1531,242,1533,340,573,107,558,238,3839,730
1259,32,Renee Martin,http://games.crossfit.com/athlete/25991,1160 (8036),0,64.0,0,25991,135.0,1210 (247),464 (346),2920 (88),1606 (212),1836 (11:11),16,CrossFit YQM,CrossFit YQM,143.0,538.0,104.0,1091.0,0,,1380.0,215.0,180.0,365.0,270.0,51,1160,8036,1210,247,464,346,2920,88,1606,212,1836,671
1260,29,Freya Lees,http://games.crossfit.com/athlete/72222,1161 (8043),0,68.11,0,72222,147.71,1423 (244),1831 (339),1322 (100),2066 (207),1401 (10:53),16,Reebok CrossFit Reading,Reebok CrossFit Reading,216.0,,,,,,1307.0,191.8,138.89,379.19,264.55,25,1161,8043,1423,244,1831,339,1322,100,2066,207,1401,653
1261,37,Tina Schmidt,http://games.crossfit.com/athlete/26920,1162 (8050),0,62.0,0,26920,125.0,2282 (233),785 (343),1208 (101),2019 (208),1756 (11:08),16,CrossFit Green Bay,CrossFit Green Bay,149.0,564.0,,1524.0,357,70.0,1170.0,185.0,140.0,285.0,255.0,0,1162,8050,2282,233,785,343,1208,101,2019,208,1756,668
1262,27,Mallory Erwin,http://games.crossfit.com/athlete/332276,1163 (8053),0,64.0,0,332276,145.0,775 (260),581 (345),3079 (88),3148 (200),470 (09:55),16,Crossfit Pulse,CrossFit Pulse,232.0,515.0,155.0,,,72.0,,195.0,145.0,285.0,260.0,28,1163,8053,775,260,581,345,3079,88,3148,200,470,595
1263,22,Jessica Folsom,http://games.crossfit.com/athlete/710569,1164 (8075),0,,0,710569,,1706 (239),1421 (340),781 (103),2530 (204),1637 (11:03),16,Fortius,CrossFit Fortius,,,,,,,,,,,,,1164,8075,1706,239,1421,340,781,103,2530,204,1637,663
1264,32,Karine St-Louis,http://games.crossfit.com/athlete/26119,1165 (8086),0,,0,26119,130.0,2054 (234),2698 (261),1271 (101),1029 (221),1034 (10:35),16,Pro1 Montreal X,CrossFit Pro1,165.0,,164.0,,,,,195.0,160.0,305.0,275.0,,1165,8086,2054,234,2698,261,1271,101,1029,221,1034,635
1265,35,Mandee Stearns,http://games.crossfit.com/athlete/9078,1166 (8092),0,64.0,0,9078,129.0,1796 (238),1387 (340),2501 (89),818 (229),1590 (11:01),16,CrossFit Huntsville,CrossFit Huntsville,,,,,0,,,185.0,140.0,300.0,260.0,0,1166,8092,1796,238,1387,340,2501,89,818,229,1590,661
1266,27,Laura Alexander,http://games.crossfit.com/athlete/250022,1167 (8093),0,63.0,0,250022,155.0,4132 (214),683 (344),647 (105),975 (223),1656 (11:04),16,CrossFit Moxie,CrossFit Moxie,174.0,636.0,114.0,,,,,205.0,10.0,315.0,285.0,,1167,8093,4132,214,683,344,647,105,975,223,1656,664
1267,23,Missy Doll,http://games.crossfit.com/athlete/617739,1168 (8102),0,,0,617739,,2676 (226),363 (423),2710 (89),1578 (212),775 (10:19),16,CrossFit Summa,CrossFit Summa,,,,,,,,,,,,,1168,8102,2676,226,363,423,2710,89,1578,212,775,619
1268,33,Diana Greene,http://games.crossfit.com/athlete/47223,1169 (8106),0,65.0,0,47223,140.0,2602 (227),1336 (340),1313 (100),703 (233),2152 (11:23),16,CrossFit Unmatched,CrossFit Unmatched,174.0,,94.0,1269.0,354,,1410.0,200.0,155.0,315.0,235.0,40,1169,8106,2602,227,1336,340,1313,100,703,233,2152,683
1269,40,Holly Swisher,http://games.crossfit.com/athlete/74247,1170 (8113),0,67.0,0,74247,145.0,2282 (233),1702 (339),1457 (98),1534 (213),1138 (10:41),16,CrossFit Perfect Storm,CrossFit Perfect Storm,,,,,,,,,,,,,1170,8113,2282,233,1702,339,1457,98,1534,213,1138,641
1270,23,Lani Ras,http://games.crossfit.com/athlete/463670,1171 (8118),0,66.54,0,463670,169.0,591 (266),1923 (339),296 (114),2797 (202),2511 (11:35),16,,CrossFit 10 Star,212.0,,171.0,,,,,209.44,163.14,352.74,279.99,,1171,8118,591,266,1923,339,296,114,2797,202,2511,695
1271,21,Hanah Jamroz,http://games.crossfit.com/athlete/530706,1172 (8121),0,64.0,0,530706,150.0,958 (254),402 (347),2141 (90),3150 (200),1470 (10:56),16,,CrossFit Emics,133.0,,107.0,,,,,240.0,190.0,325.0,300.0,,1172,8121,958,254,402,347,2141,90,3150,200,1470,656
1272,24,Corynne Francis,http://games.crossfit.com/athlete/692841,1173 (8124),0,64.0,0,692841,138.0,436 (272),664 (344),417 (112),821 (229),5786 (12:52),16,CrossFit Bound,CrossFit Bound,,,,,,,,,,,,,1173,8124,436,272,664,344,417,112,821,229,5786,772
1273,28,Terrah Owens,http://games.crossfit.com/athlete/94504,1174 (8133),0,63.0,0,94504,145.0,1423 (244),2755 (261),1587 (96),1175 (218),1193 (10:44),16,CrossFit Northern Inferno,CrossFit Northern Inferno,,,,,,,,195.0,160.0,300.0,245.0,,1174,8133,1423,244,2755,261,1587,96,1175,218,1193,644
1274,30,Trisha Bland,http://games.crossfit.com/athlete/184997,1175 (8134),0,66.0,0,184997,155.0,2054 (234),702 (344),2155 (90),2302 (205),921 (10:28),16,CrossFit 557,CrossFit 557,,557.0,121.0,,,,1414.0,200.0,160.0,335.0,315.0,,1175,8134,2054,234,702,344,2155,90,2302,205,921,628
1275,28,Erica Remshard,http://games.crossfit.com/athlete/289718,1176 (8138),0,62.0,0,289718,118.0,1005 (252),3277 (259),1532 (97),231 (252),2093 (11:21),16,CrossFit Westerville,Unaffiliated,,,,,0,,,175.0,135.0,365.0,230.0,51,1176,8138,1005,252,3277,259,1532,97,231,252,2093,681
1276,28,Camilla Steinsvik Hansen,http://games.crossfit.com/athlete/310647,1177 (8141),0,62.99,0,310647,143.0,1338 (246),1831 (339),3856 (83),927 (225),189 (09:21),16,,BBG CrossFit,212.0,598.0,148.0,,,,,165.35,,297.62,275.58,,1177,8141,1338,246,1831,339,3856,83,927,225,189,561
1277,25,Clarissa King,http://games.crossfit.com/athlete/258545,1178 (8142),0,63.0,0,258545,135.0,1338 (246),1938 (339),1961 (91),2150 (207),755 (10:18),16,CrossFit Ridgeline,CrossFit Ridgeline,,,,,,,,190.0,147.0,355.0,255.0,,1178,8142,1338,246,1938,339,1961,91,2150,207,755,618
1278,27,Molly Martin,http://games.crossfit.com/athlete/279237,1179 (8161),0,72.0,0,279237,198.0,1920 (236),710 (344),3007 (88),742 (231),1782 (11:09),16,,Common Ground CrossFit,172.0,516.0,78.0,1535.0,379,78.0,1458.0,235.0,195.0,425.0,305.0,33,1179,8161,1920,236,710,344,3007,88,742,231,1782,669
1279,33,Rebecca Torres,http://games.crossfit.com/athlete/266380,1180 (8164),0,64.0,0,266380,135.0,1005 (252),1270 (340),2572 (89),2389 (205),928 (10:29),16,Humble Beginnings,CrossFit Humble Beginnings,,,,,,,,195.0,151.0,305.0,240.0,,1180,8164,1005,252,1270,340,2572,89,2389,205,928,629
1280,25,Jeri Williams,http://games.crossfit.com/athlete/444222,1181 (8169),0,63.0,0,444222,122.0,1338 (246),2422 (262),1286 (100),766 (231),2357 (11:30),16,,Blind Dog CrossFit,174.0,,135.0,,,,,205.0,145.0,315.0,315.0,,1181,8169,1338,246,2422,262,1286,100,766,231,2357,690
1281,42,Becky Phillips,http://games.crossfit.com/athlete/17450,1182 (8178),0,68.0,0,17450,137.0,1980 (235),1634 (339),1249 (101),1886 (209),1429 (10:54),16,,CrossFit Elect,233.0,607.0,149.0,1323.0,316,,1294.0,170.0,130.0,265.0,255.0,28,1182,8178,1980,235,1634,339,1249,101,1886,209,1429,654
1282,26,Sabrina Wielsøe,http://games.crossfit.com/athlete/503374,1183 (8188),0,64.57,0,503374,125.0,1005 (252),2550 (261),1374 (99),2322 (205),937 (10:30),16,Team Butchers Lab,CrossFit Butcher's Lab,,,,1345.0,,,1380.0,75.0,58.0,253.53,211.64,45,1183,8188,1005,252,2550,261,1374,99,2322,205,937,630
1283,30,Kate Denny,http://games.crossfit.com/athlete/32676,1184 (8189),0,,0,32676,135.0,380 (273),1368 (340),1147 (101),814 (229),4480 (12:25),16,CrossFit DC,CrossFit DC,,,,,,,,,,,,,1184,8189,380,273,1368,340,1147,101,814,229,4480,745
1284,24,Staci vanVonno,http://games.crossfit.com/athlete/115478,1185 (8212),0,62.0,0,115478,118.0,1137 (249),2277 (262),1301 (100),1317 (216),2180 (11:24),16,Be Crossfit,Be CrossFit,201.0,,152.0,,,,,170.0,150.0,235.0,215.0,52,1185,8212,1137,249,2277,262,1301,100,1317,216,2180,684
1285,31,Rachel Vangstad,http://games.crossfit.com/athlete/46584,1186 (8220),0,65.0,0,46584,145.0,2429 (230),1278 (340),2136 (90),1264 (216),1113 (10:39),16,Stay Classy CrossFit,Stay Classy CrossFit,203.0,555.0,163.0,,364,,,175.0,140.0,340.0,225.0,25,1186,8220,2429,230,1278,340,2136,90,1264,216,1113,639
1286,28,Susana Skarbnik,http://games.crossfit.com/athlete/235603,1187 (8228),0,62.6,0,235603,123.0,1210 (247),2275 (262),2471 (89),970 (223),1302 (10:49),16,,CrossFit TRC,180.0,613.0,139.0,,,,,175.0,,265.0,235.0,45,1187,8228,1210,247,2275,262,2471,89,970,223,1302,649
1287,31,Suzie Lilakos,http://games.crossfit.com/athlete/33462,1188 (8238),0,64.0,0,33462,155.0,3061 (222),1022 (342),2664 (89),666 (234),825 (10:22),16,CrossFit 128,CrossFit 128,265.0,594.0,130.0,,,,1423.0,170.0,130.0,285.0,230.0,,1188,8238,3061,222,1022,342,2664,89,666,234,825,622
1288,29,Penny Watson,http://games.crossfit.com/athlete/311053,1189 (8246),0,60.0,0,311053,118.0,591 (266),1897 (339),1620 (96),1370 (215),2768 (11:43),16,,Do Work CrossFit,151.0,613.0,143.0,1338.0,286,82.0,,165.0,145.0,255.0,235.0,52,1189,8246,591,266,1897,339,1620,96,1370,215,2768,703
1289,25,Nikki Hartness,http://games.crossfit.com/athlete/215283,1190 (8247),0,63.0,0,215283,137.0,1796 (238),1533 (340),943 (102),711 (233),3264 (11:55),16,Code 3 San Diego,CrossFit Code 3 South,,,,,,,,,,,,,1190,8247,1796,238,1533,340,943,102,711,233,3264,715
1290,26,Catherine Tobiasen,http://games.crossfit.com/athlete/108279,1191 (8249),0,,0,108279,135.0,1210 (247),670 (344),1476 (98),4390 (194),503 (09:57),16,CrossFit NYC,CrossFit NYC,,,,,,,,,,,,,1191,8249,1210,247,670,344,1476,98,4390,194,503,597
1291,28,Emily Crutchley,http://games.crossfit.com/athlete/235646,1192 (8262),0,59.84,0,235646,118.0,1338 (246),1862 (339),1093 (101),2160 (207),1809 (11:10),16,CrossFit CSTL,CrossFit CSTL,,,,,,,,,,,,,1192,8262,1338,246,1862,339,1093,101,2160,207,1809,670
1292,23,Natalia Osipova,http://games.crossfit.com/athlete/444179,1193 (8277),0,64.57,0,444179,152.12,1796 (238),1327 (340),734 (104),2026 (208),2394 (11:31),16,CrossFit EKB,CrossFit EKB,,,,,,,,,,,,,1193,8277,1796,238,1327,340,734,104,2026,208,2394,691
1293,27,Lacey Truelove,http://games.crossfit.com/athlete/242864,1194 (8282),0,63.0,0,242864,145.0,1386 (245),403 (347),300 (114),754 (231),5439 (12:45),16,West London CrossFit 1,West London CrossFit,140.0,,,,,,,210.0,175.0,,270.0,,1194,8282,1386,245,403,347,300,114,754,231,5439,765
1294,29,Teresa Jesse,http://games.crossfit.com/athlete/566023,1194 (8282),0,62.0,0,566023,120.0,2676 (226),1673 (339),2697 (89),801 (230),435 (09:52),16,,CrossFit Meadville,180.0,502.0,,1029.0,340,,,155.0,105.0,245.0,245.0,,1194,8282,2676,226,1673,339,2697,89,801,230,435,592
